date,state,bias_direction,regime,asian_range_pips,tier,actual_mfe,direction_correct,deficit_9am,squeeze_flag,required_velocity,pace_9h,pace_10h,pace_11h,pace_12h,pace_13h
2024-02-12,EXHAUSTION,LONG,FAILED,36.2,T3,30.5,0,0.0,0,12.0,1.685,0.963,0.648,0.481,0.396
2024-02-16,EXHAUSTION,LONG,FAILED,19.3,T1,8.0,0,0.0,0,8.05,0.318,0.191,0.136,0.112,0.175
2024-02-22,9/9_LOCK,LONG,CONFIRMED,24.5,T2,70.1,0,0.0,0,0.0,2.318,2.725,1.907,1.467,1.272
2024-02-29,9/9_LOCK,LONG,CONFIRMED,13.8,T1,16.3,1,0.0,0,3.64,0.348,0.551,0.584,0.556,0.497
2024-03-01,EXHAUSTION,LONG,FAILED,24.0,T2,19.8,0,0.0,0,8.04,1.133,0.675,0.472,0.378,0.328
2024-03-11,EXHAUSTION,LONG,FAILED,20.6,T2,22.1,0,0.0,0,5.88,1.6,0.994,0.715,0.55,0.477
2024-03-25,EXHAUSTION,LONG,FAILED,20.1,T2,30.8,1,0.0,0,3.89,1.234,0.749,0.554,0.426,0.369
2024-03-28,9/9_LOCK,SHORT,CONFIRMED,20.2,T2,52.8,1,0.0,0,0.0,1.576,1.297,1.257,1.335,1.162
2024-03-29,EXHAUSTION,SHORT,FAILED,20.3,T2,20.6,0,0.0,0,6.03,1.159,0.966,0.677,0.52,0.451
2024-04-01,EXHAUSTION,SHORT,FAILED,14.8,T1,13.6,1,0.075,0,4.68,0.225,0.135,0.097,0.079,0.156
2024-04-12,9/9_LOCK,SHORT,CONFIRMED,18.6,T1,95.2,1,0.0,0,0.0,3.233,2.232,1.708,1.801,1.861
2024-04-15,EXHAUSTION,LONG,FAILED,29.0,T2,39.0,1,0.0,0,6.7,2.141,1.274,0.892,0.686,0.595
2024-04-19,EXHAUSTION,LONG,FAILED,34.6,T3,32.2,1,0.0,0,10.86,0.347,0.528,0.356,0.312,0.257
2024-04-22,EXHAUSTION,SHORT,FAILED,28.3,T2,26.1,1,0.0,0,8.93,0.43,0.256,0.179,0.138,0.119
2024-04-24,9/9_LOCK,SHORT,CONFIRMED,14.7,T1,23.2,1,0.0,0,2.71,0.825,0.898,0.797,0.656,0.587
2024-04-26,9/9_LOCK,LONG,CONFIRMED,13.2,T1,23.3,0,0.0,0,1.94,0.929,0.558,1.009,0.831,0.743
2024-04-30,9/9_LOCK,SHORT,CONFIRMED,21.2,T2,30.7,1,0.0,0,4.46,2.287,1.361,0.953,0.733,0.635
2024-05-02,9/9_LOCK,LONG,CONFIRMED,15.8,T1,18.9,0,0.0,0,4.12,1.527,0.957,0.684,0.563,0.504
2024-05-03,EXHAUSTION,LONG,FAILED,17.3,T1,87.9,1,0.0,0,0.0,1.133,0.68,0.641,0.623,0.557
2024-05-16,EXHAUSTION,SHORT,FAILED,18.5,T1,29.5,1,0.0,0,3.35,0.685,0.471,0.55,0.453,0.405
2024-05-23,9/9_LOCK,SHORT,CONFIRMED,12.8,T1,10.2,0,0.0,0,4.36,0.302,0.638,0.455,0.375,0.336
2024-06-03,9/9_LOCK,SHORT,CONFIRMED,16.5,T1,15.8,0,0.195,1,5.09,0.105,0.184,0.35,0.322,0.403
2024-06-04,9/9_LOCK,SHORT,CONFIRMED,17.7,T1,45.1,1,0.0,0,0.0,0.565,0.868,0.965,0.917,0.968
2024-06-10,EXHAUSTION,SHORT,FAILED,40.0,T3,10.2,1,0.235,1,17.96,0.065,0.037,0.025,0.033,0.12
2024-06-12,9/9_LOCK,LONG,CONFIRMED,8.9,T1,96.6,1,0.0,0,0.0,0.959,0.575,0.854,0.703,0.927
2024-06-14,9/9_LOCK,SHORT,CONFIRMED,11.2,T1,69.7,1,0.0,0,0.0,2.595,2.221,2.429,2.752,2.462
2024-06-17,9/9_LOCK,SHORT,CONFIRMED,16.1,T1,11.9,0,0.0,0,5.67,0.986,0.591,0.422,0.348,0.311
2024-06-19,9/9_LOCK,SHORT,CONFIRMED,7.2,T1,14.8,0,0.0,0,0.64,2.204,1.644,1.175,0.967,0.865
2024-06-28,EXHAUSTION,LONG,FAILED,25.5,T2,16.0,0,0.0,0,9.55,0.458,0.273,0.191,0.147,0.127
2024-07-01,EXHAUSTION,LONG,FAILED,38.6,T3,43.2,1,0.0,0,10.66,2.238,1.279,0.861,0.64,0.527
2024-07-18,EXHAUSTION,SHORT,FAILED,9.4,T1,32.0,1,0.0,0,0.0,1.66,1.089,0.778,0.641,0.573
2024-07-23,9/9_LOCK,SHORT,CONFIRMED,11.3,T1,44.9,1,0.0,0,0.0,1.345,1.182,1.148,1.029,1.274
2024-07-24,9/9_LOCK,SHORT,CONFIRMED,12.5,T1,28.1,0,0.0,0,0.63,1.291,1.798,1.285,1.058,0.947
2024-07-25,9/9_LOCK,LONG,CONFIRMED,9.1,T1,19.3,0,0.0,0,0.69,0.864,1.196,1.137,0.936,0.893
2024-07-29,9/9_LOCK,SHORT,CONFIRMED,19.2,T1,41.7,1,0.175,1,1.26,0.125,0.392,0.622,0.637,0.57
2024-07-31,EXHAUSTION,SHORT,FAILED,21.8,T2,8.6,0,0.0,0,9.18,0.499,0.297,0.263,0.202,0.175
2024-08-01,9/9_LOCK,SHORT,CONFIRMED,13.7,T1,47.9,1,0.0,0,0.0,1.392,1.547,1.835,1.645,1.472
2024-08-06,9/9_LOCK,SHORT,CONFIRMED,19.3,T1,48.2,1,0.0,0,0.01,1.209,1.239,0.989,1.078,1.041
2024-08-08,EXHAUSTION,LONG,FAILED,18.9,T1,23.3,0,0.0,0,4.79,1.623,0.986,0.704,0.58,0.519
2024-08-21,EXHAUSTION,SHORT,FAILED,16.0,T1,19.7,1,0.0,0,4.06,1.383,0.965,0.689,0.568,0.508
2024-08-22,9/9_LOCK,SHORT,CONFIRMED,17.6,T1,37.0,1,0.0,0,1.4,0.697,1.009,0.721,0.594,0.531
2024-08-30,9/9_LOCK,LONG,CONFIRMED,13.2,T1,17.7,0,0.0,0,3.06,0.798,0.715,0.766,0.631,0.565
2024-09-03,9/9_LOCK,SHORT,CONFIRMED,18.9,T1,38.2,1,0.0,0,1.81,1.432,0.859,0.704,0.929,0.851
2024-09-04,EXHAUSTION,LONG,FAILED,22.9,T2,19.6,1,0.0,0,7.53,1.167,0.815,0.571,0.439,0.38
2024-09-09,9/9_LOCK,SHORT,CONFIRMED,16.4,T1,42.7,1,0.0,0,0.0,1.455,1.146,1.146,0.944,1.068
2024-09-16,EXHAUSTION,LONG,FAILED,35.1,T3,63.4,1,0.0,0,4.87,2.37,1.488,1.137,0.899,0.74
2024-09-17,9/9_LOCK,SHORT,CONFIRMED,10.6,T1,20.7,1,0.0,0,1.16,1.434,1.26,0.9,0.741,0.663
2024-09-18,EXHAUSTION,LONG,FAILED,18.9,T1,26.5,1,0.0,0,4.15,1.206,0.762,0.602,0.66,0.59
2024-09-19,EXHAUSTION,LONG,FAILED,55.5,T3,60.4,1,0.0,0,15.67,0.966,0.712,0.701,0.622,0.512
2024-09-20,9/9_LOCK,LONG,CONFIRMED,12.1,T1,20.6,0,0.0,0,1.93,1.906,1.362,0.973,0.801,0.717
2024-09-24,9/9_LOCK,LONG,CONFIRMED,14.1,T1,36.8,1,0.0,0,0.0,0.813,1.209,1.374,1.171,1.048
2024-09-27,9/9_LOCK,SHORT,CONFIRMED,15.3,T1,52.0,0,0.0,0,0.0,3.163,2.719,1.942,1.599,1.431
2024-09-30,9/9_LOCK,LONG,CONFIRMED,27.6,T2,62.8,1,0.0,0,1.24,1.6,1.011,1.517,1.167,1.011
2024-10-01,9/9_LOCK,SHORT,CONFIRMED,16.2,T1,76.2,1,0.0,0,0.0,0.617,1.141,1.298,1.243,1.326
2024-10-04,EXHAUSTION,SHORT,FAILED,14.3,T1,71.4,1,0.0,0,0.0,0.466,0.28,0.372,0.336,0.3
2024-10-08,EXHAUSTION,LONG,FAILED,21.5,T2,31.1,1,0.0,0,4.53,1.712,1.307,0.964,0.742,0.643
2024-10-15,9/9_LOCK,SHORT,CONFIRMED,19.1,T1,23.7,0,0.0,0,4.81,1.654,0.993,0.709,0.584,0.522
2024-10-16,9/9_LOCK,SHORT,CONFIRMED,13.8,T1,12.8,0,0.0,0,4.34,1.14,0.742,0.53,0.436,0.391
2024-10-22,9/9_LOCK,LONG,CONFIRMED,8.4,T1,22.8,0,0.0,0,0.0,2.143,2.171,1.551,1.277,1.143
2024-10-24,9/9_LOCK,SHORT,CONFIRMED,14.8,T1,11.1,0,0.066,0,5.18,0.234,0.6,0.429,0.353,0.316
2024-10-28,9/9_LOCK,LONG,CONFIRMED,19.5,T1,33.1,1,0.0,0,3.13,0.588,0.513,0.826,0.681,0.609
2024-10-31,9/9_LOCK,LONG,CONFIRMED,16.0,T1,32.2,1,0.0,0,1.56,0.342,0.38,0.271,0.338,0.516
2024-11-04,EXHAUSTION,LONG,FAILED,35.1,T3,36.3,1,0.0,0,10.29,1.51,0.863,0.581,0.431,0.477
2024-11-07,EXHAUSTION,LONG,FAILED,35.1,T3,90.2,1,0.0,0,0.0,2.484,1.468,0.988,0.734,0.605
2024-11-08,EXHAUSTION,SHORT,FAILED,28.9,T2,59.7,1,0.0,0,2.51,1.727,1.414,0.99,0.761,0.66
2024-11-11,9/9_LOCK,SHORT,CONFIRMED,23.1,T2,76.3,1,0.0,0,0.0,1.337,1.084,1.059,0.815,0.947
2024-11-12,EXHAUSTION,SHORT,FAILED,25.2,T2,44.0,1,0.0,0,3.8,1.848,1.259,0.892,0.798,0.691
2024-11-13,9/9_LOCK,SHORT,CONFIRMED,19.9,T1,44.1,1,0.0,0,1.13,1.193,1.085,0.775,0.638,0.571
2024-11-15,9/9_LOCK,LONG,CONFIRMED,22.4,T2,62.8,1,0.0,0,0.0,2.414,1.769,1.482,1.14,0.988
2024-11-18,EXHAUSTION,LONG,FAILED,28.2,T2,45.7,1,0.0,0,4.96,1.243,0.929,1.002,0.771,0.668
2024-11-19,9/9_LOCK,SHORT,CONFIRMED,18.2,T1,74.7,1,0.0,0,0.0,1.744,1.569,2.345,1.931,1.728
2024-11-20,9/9_LOCK,SHORT,CONFIRMED,23.1,T2,71.4,1,0.0,0,0.0,1.184,1.381,1.172,1.074,0.993
2024-11-26,EXHAUSTION,LONG,FAILED,75.6,T3,51.6,1,0.11,0,27.48,0.19,0.109,0.267,0.209,0.172
2024-11-27,9/9_LOCK,LONG,CONFIRMED,22.2,T2,97.4,1,0.0,0,0.0,1.723,2.535,1.775,1.365,1.183
2024-11-28,EXHAUSTION,SHORT,FAILED,22.0,T2,38.3,1,0.0,0,3.34,2.465,1.658,1.161,0.893,0.774
2024-11-29,9/9_LOCK,LONG,CONFIRMED,29.8,T2,49.5,1,0.0,0,5.0,2.658,1.582,1.107,0.852,0.738
2024-12-02,EXHAUSTION,SHORT,FAILED,55.3,T3,80.5,1,0.0,0,11.55,1.844,1.176,0.791,0.588,0.484
2024-12-04,EXHAUSTION,LONG,FAILED,32.1,T3,22.4,0,0.0,0,11.57,1.396,0.798,0.537,0.399,0.328
2024-12-05,EXHAUSTION,LONG,FAILED,22.3,T2,81.7,1,0.0,0,0.0,2.203,1.649,1.154,0.888,0.769
2024-12-11,9/9_LOCK,SHORT,CONFIRMED,18.9,T1,40.4,1,0.0,0,1.37,2.787,1.672,1.194,1.006,0.9
2024-12-12,9/9_LOCK,LONG,CONFIRMED,18.8,T1,37.9,1,0.0,0,1.82,2.688,1.613,1.152,0.949,0.849
2024-12-13,9/9_LOCK,SHORT,CONFIRMED,24.6,T2,12.1,0,0.0,0,9.88,0.787,0.468,0.328,0.252,0.219
2024-12-19,EXHAUSTION,LONG,FAILED,44.1,T3,70.5,1,0.0,0,7.95,2.621,1.498,1.23,0.914,0.752
2024-12-20,9/9_LOCK,SHORT,CONFIRMED,12.4,T1,15.8,0,0.0,0,3.04,1.699,1.019,0.728,0.6,0.537
2024-12-23,9/9_LOCK,SHORT,CONFIRMED,22.7,T2,45.2,1,0.0,0,2.31,1.381,0.99,0.699,1.001,0.867
2024-12-30,9/9_LOCK,SHORT,CONFIRMED,14.1,T1,46.8,1,0.0,0,0.0,0.548,0.993,0.709,0.584,0.523
2024-12-31,EXHAUSTION,LONG,FAILED,17.7,T1,17.4,0,0.0,0,5.37,0.573,0.588,0.562,0.463,0.414
2025-01-02,9/9_LOCK,SHORT,CONFIRMED,31.9,T3,49.7,1,0.0,0,6.01,0.489,0.279,0.188,0.679,0.559
2025-01-03,9/9_LOCK,LONG,CONFIRMED,19.0,T1,45.3,1,0.0,0,0.44,1.916,1.288,1.275,1.05,1.004
2025-01-06,9/9_LOCK,LONG,CONFIRMED,24.8,T2,134.8,1,0.0,0,0.0,1.69,1.935,1.79,1.377,2.339
2025-01-07,EXHAUSTION,LONG,FAILED,27.1,T2,44.8,1,0.0,0,4.59,2.055,1.258,1.1,0.848,0.735
2025-01-09,9/9_LOCK,SHORT,CONFIRMED,16.8,T1,34.7,1,0.0,0,1.46,2.437,1.652,1.18,0.972,0.87
2025-01-10,9/9_LOCK,SHORT,CONFIRMED,19.7,T1,86.7,1,0.0,0,0.0,1.205,0.723,0.516,0.425,0.38
2025-01-15,9/9_LOCK,SHORT,CONFIRMED,15.8,T1,21.0,0,0.0,0,3.7,1.772,1.063,0.759,0.625,0.56
2025-01-16,EXHAUSTION,SHORT,FAILED,19.2,T1,28.2,1,0.0,0,3.96,0.549,0.329,0.235,0.194,0.173
2025-01-20,EXHAUSTION,LONG,FAILED,40.6,T3,161.9,1,0.0,0,0.0,2.493,1.424,0.959,0.759,0.672
2025-01-21,EXHAUSTION,SHORT,FAILED,83.0,T3,74.4,1,0.0,0,26.62,1.557,0.907,0.69,0.512,0.422
2025-01-23,9/9_LOCK,SHORT,CONFIRMED,19.2,T1,18.8,0,0.0,0,5.84,1.306,0.783,0.56,0.461,0.412
2025-01-24,9/9_LOCK,LONG,CONFIRMED,42.5,T3,99.7,1,0.0,0,1.31,2.602,2.149,1.805,1.341,1.104
2025-01-27,9/9_LOCK,SHORT,CONFIRMED,30.1,T3,22.1,0,0.0,0,10.63,1.468,0.839,0.565,0.42,0.346
2025-01-31,9/9_LOCK,LONG,CONFIRMED,25.4,T2,24.3,0,0.0,0,7.84,1.531,0.911,0.638,0.491,0.425
2025-02-05,9/9_LOCK,LONG,CONFIRMED,16.9,T1,51.8,1,0.0,0,0.0,2.438,1.463,1.322,1.442,1.291
2025-02-06,9/9_LOCK,SHORT,CONFIRMED,20.3,T2,49.6,1,0.0,0,0.23,1.9,2.144,1.504,1.165,1.009
2025-02-12,9/9_LOCK,LONG,CONFIRMED,13.7,T1,24.7,0,0.0,0,1.91,1.762,1.104,0.788,0.649,0.759
2025-02-14,9/9_LOCK,LONG,CONFIRMED,21.6,T2,50.4,1,0.0,0,0.72,0.607,0.996,0.735,0.565,0.49
2025-02-17,EXHAUSTION,SHORT,FAILED,22.1,T2,17.6,1,0.0,0,7.53,0.304,0.59,0.413,0.318,0.276
2025-02-18,EXHAUSTION,SHORT,FAILED,34.1,T3,42.2,1,0.0,0,8.61,1.853,1.059,0.713,0.53,0.436
2025-02-19,9/9_LOCK,LONG,CONFIRMED,16.4,T1,16.0,0,0.0,0,5.0,1.301,0.78,0.557,0.459,0.411
2025-02-24,EXHAUSTION,SHORT,FAILED,68.9,T3,6.7,0,0.3,1,33.11,0.0,0.0,0.0,0.0,0.0
2025-02-26,EXHAUSTION,SHORT,FAILED,34.6,T3,37.9,1,0.0,0,9.72,1.497,0.855,0.576,0.428,0.356
2025-02-28,EXHAUSTION,LONG,FAILED,24.1,T2,18.6,1,0.0,0,8.33,0.445,0.273,0.288,0.221,0.192
2025-03-03,9/9_LOCK,SHORT,CONFIRMED,24.2,T2,15.3,0,0.0,0,9.04,0.304,0.602,0.421,0.324,0.281
2025-03-04,9/9_LOCK,LONG,CONFIRMED,25.3,T2,73.3,1,0.0,0,0.0,0.904,1.423,1.08,0.831,1.026
2025-03-06,EXHAUSTION,LONG,FAILED,36.2,T3,57.1,1,0.0,0,6.68,1.878,1.073,0.722,0.537,0.442
2025-03-07,9/9_LOCK,LONG,CONFIRMED,41.9,T3,111.9,1,0.0,0,0.0,3.055,2.147,1.737,1.29,1.062
2025-03-13,9/9_LOCK,SHORT,CONFIRMED,15.4,T1,65.2,1,0.0,0,0.0,1.593,1.455,1.065,0.877,0.785
2025-03-14,9/9_LOCK,SHORT,CONFIRMED,24.1,T2,21.8,0,0.0,0,7.69,1.202,0.861,0.603,0.464,0.402
2025-03-19,9/9_LOCK,SHORT,CONFIRMED,17.8,T1,71.0,1,0.0,0,0.0,1.76,3.191,2.279,1.877,1.679
2025-03-20,9/9_LOCK,SHORT,CONFIRMED,16.9,T1,87.9,1,0.0,0,0.0,1.002,1.794,1.332,1.785,1.722
2025-03-24,EXHAUSTION,LONG,FAILED,29.4,T2,45.4,0,0.0,0,5.62,1.731,1.202,1.029,0.792,0.686
2025-03-31,EXHAUSTION,SHORT,FAILED,40.5,T3,16.1,1,0.0,0,17.03,0.583,0.333,0.224,0.166,0.137
2025-04-01,9/9_LOCK,SHORT,CONFIRMED,16.0,T1,36.8,1,0.0,0,0.64,1.342,0.805,0.575,0.474,0.658
2025-04-02,EXHAUSTION,SHORT,FAILED,21.0,T2,13.1,0,0.0,0,7.88,0.541,0.594,0.416,0.32,0.277
2025-04-03,9/9_LOCK,LONG,CONFIRMED,119.5,T3,293.7,1,0.0,0,1.01,2.3,1.317,1.085,0.932,1.157
2025-04-04,9/9_LOCK,LONG,CONFIRMED,61.9,T3,56.1,0,0.0,0,19.73,1.813,1.036,0.697,0.518,0.426
2025-04-07,EXHAUSTION,LONG,FAILED,121.5,T3,160.6,1,0.0,0,28.63,2.198,1.511,1.017,0.755,0.622
2025-04-08,EXHAUSTION,LONG,FAILED,79.6,T3,90.7,1,0.0,0,21.66,2.279,1.302,0.876,0.651,0.536
2025-04-09,EXHAUSTION,LONG,FAILED,125.5,T3,142.6,1,0.0,0,34.23,2.188,1.25,0.842,0.625,0.515
2025-04-10,9/9_LOCK,LONG,CONFIRMED,46.4,T3,186.1,1,0.0,0,0.0,2.039,2.034,1.653,1.376,1.347
2025-04-14,EXHAUSTION,LONG,FAILED,99.5,T3,114.2,1,0.0,0,26.91,2.283,1.312,0.883,0.656,0.54
2025-04-15,EXHAUSTION,LONG,FAILED,47.4,T3,29.3,0,0.0,0,17.84,0.764,0.436,0.475,0.353,0.291
2025-04-16,EXHAUSTION,LONG,FAILED,70.8,T3,114.6,1,0.0,0,12.48,3.051,1.85,1.245,0.925,0.762
2025-04-17,EXHAUSTION,SHORT,FAILED,54.1,T3,63.5,1,0.0,0,14.35,2.059,1.177,0.792,0.588,0.485
2025-04-23,EXHAUSTION,LONG,FAILED,118.1,T3,19.4,0,0.207,1,55.17,0.093,0.053,0.036,0.094,0.077
2025-04-24,EXHAUSTION,LONG,FAILED,50.7,T3,83.4,1,0.0,0,8.67,1.826,1.564,1.24,0.921,0.774
2025-04-29,EXHAUSTION,SHORT,FAILED,47.8,T3,49.3,1,0.0,0,14.04,1.895,1.083,0.729,0.542,0.458
2025-04-30,EXHAUSTION,LONG,FAILED,40.8,T3,22.4,0,0.0,0,15.92,1.098,0.627,0.422,0.314,0.258
2025-05-05,EXHAUSTION,LONG,FAILED,54.6,T3,64.1,1,0.0,0,14.48,1.707,0.975,0.657,0.488,0.402
2025-05-06,EXHAUSTION,LONG,FAILED,47.6,T3,43.9,1,0.0,0,15.02,0.903,0.816,0.575,0.427,0.352
2025-05-07,EXHAUSTION,LONG,FAILED,49.2,T3,8.9,0,0.0,0,22.82,0.362,0.207,0.139,0.103,0.085
2025-05-08,EXHAUSTION,SHORT,FAILED,44.6,T3,25.5,0,0.0,0,17.2,0.861,0.653,0.44,0.327,0.269
2025-05-09,EXHAUSTION,LONG,FAILED,36.9,T3,46.0,1,0.0,0,9.25,1.355,1.109,0.767,0.576,0.474
2025-05-13,EXHAUSTION,LONG,FAILED,36.4,T3,64.5,1,0.0,0,5.3,1.945,1.265,0.852,0.633,0.521
2025-05-14,9/9_LOCK,LONG,CONFIRMED,18.7,T1,81.5,1,0.0,0,0.0,1.176,1.373,2.072,2.051,1.835
2025-05-15,EXHAUSTION,LONG,FAILED,37.7,T3,63.6,1,0.0,0,6.13,3.374,1.928,1.298,0.964,0.794
2025-05-16,EXHAUSTION,LONG,FAILED,29.4,T2,33.1,1,0.0,0,8.08,1.801,1.072,0.751,0.577,0.5
2025-05-20,EXHAUSTION,LONG,FAILED,33.4,T3,46.4,1,0.0,0,7.42,1.85,1.588,1.069,0.794,0.654
2025-05-22,9/9_LOCK,SHORT,CONFIRMED,34.2,T3,41.1,1,0.0,0,8.88,0.696,0.922,0.621,0.531,0.447
2025-05-27,9/9_LOCK,SHORT,CONFIRMED,29.4,T2,44.2,1,0.0,0,5.86,0.925,1.432,1.002,0.771,0.668
2025-05-28,EXHAUSTION,SHORT,FAILED,44.5,T3,27.2,1,0.0,0,16.81,1.222,0.699,0.47,0.349,0.288
2025-05-29,EXHAUSTION,LONG,FAILED,87.0,T3,68.0,1,0.183,1,29.9,0.117,0.067,0.045,0.033,0.028
2025-05-30,EXHAUSTION,SHORT,FAILED,44.2,T3,51.7,1,0.0,0,11.76,1.276,0.946,0.712,0.533,0.439
2025-06-02,9/9_LOCK,LONG,CONFIRMED,45.3,T3,93.3,1,0.0,0,3.99,2.808,2.349,1.581,1.177,0.969
2025-06-03,EXHAUSTION,SHORT,FAILED,38.5,T3,61.8,1,0.0,0,6.89,1.397,0.799,0.667,0.552,0.521
2025-06-05,EXHAUSTION,SHORT,FAILED,26.9,T2,9.8,0,0.0,0,11.49,0.583,0.347,0.243,0.187,0.162
2025-06-06,EXHAUSTION,SHORT,FAILED,24.2,T2,72.4,1,0.0,0,0.0,1.289,0.893,0.901,0.701,0.608
2025-06-10,EXHAUSTION,SHORT,FAILED,49.5,T3,45.2,0,0.0,0,15.71,1.293,1.044,0.702,0.522,0.43
2025-06-12,9/9_LOCK,LONG,CONFIRMED,45.4,T3,144.4,1,0.0,0,0.0,1.996,1.14,1.017,1.278,1.278
2025-06-13,EXHAUSTION,SHORT,FAILED,100.4,T3,86.0,1,0.0,0,33.0,1.257,0.718,0.483,0.359,0.403
2025-06-16,9/9_LOCK,LONG,CONFIRMED,23.8,T2,78.3,1,0.0,0,0.0,3.308,2.397,1.678,1.291,1.119
2025-06-17,EXHAUSTION,LONG,FAILED,24.8,T2,20.9,0,0.0,0,8.22,0.858,0.511,0.358,0.275,0.238
2025-06-18,EXHAUSTION,LONG,FAILED,37.2,T3,43.3,1,0.0,0,9.94,1.892,1.33,0.895,0.665,0.548
2025-06-19,EXHAUSTION,SHORT,FAILED,38.3,T3,32.5,1,0.0,0,12.65,1.697,0.97,0.653,0.485,0.399
2025-06-23,EXHAUSTION,LONG,FAILED,53.4,T3,64.6,1,0.0,0,13.78,2.419,1.383,0.931,0.691,0.569
2025-06-25,EXHAUSTION,SHORT,FAILED,31.7,T3,19.1,1,0.0,0,12.03,0.555,0.689,0.463,0.344,0.284
2025-06-27,9/9_LOCK,LONG,CONFIRMED,28.9,T2,53.7,1,0.0,0,3.71,1.019,0.88,0.616,0.474,0.411
2025-06-30,EXHAUSTION,LONG,FAILED,26.9,T2,22.7,0,0.0,0,8.91,1.35,0.804,0.563,0.433,0.375
2025-07-02,9/9_LOCK,SHORT,CONFIRMED,21.9,T2,59.0,1,0.0,0,0.0,2.374,1.509,1.09,0.909,0.834
2025-07-07,9/9_LOCK,SHORT,CONFIRMED,26.1,T2,59.0,1,0.0,0,1.25,1.661,1.164,1.377,1.081,0.937
2025-07-09,EXHAUSTION,SHORT,FAILED,28.1,T2,34.7,1,0.0,0,7.11,1.315,0.783,0.548,0.422,0.365
2025-07-10,EXHAUSTION,SHORT,FAILED,40.2,T3,30.7,1,0.0,0,13.96,0.388,0.222,0.149,0.111,0.091
2025-07-16,EXHAUSTION,LONG,FAILED,24.4,T2,27.9,0,0.0,0,6.62,1.797,1.089,0.762,0.586,0.508
2025-07-17,9/9_LOCK,SHORT,CONFIRMED,29.2,T2,77.7,1,0.0,0,0.0,3.332,1.983,1.388,1.068,0.925
2025-07-18,EXHAUSTION,LONG,FAILED,46.8,T3,72.7,1,0.0,0,8.86,1.679,0.96,0.832,0.618,0.509
2025-07-21,EXHAUSTION,LONG,FAILED,22.0,T2,45.6,1,0.0,0,1.88,1.091,0.853,0.745,0.573,0.497
2025-07-22,9/9_LOCK,LONG,CONFIRMED,13.4,T1,20.3,1,0.0,0,2.64,0.667,0.4,0.61,0.625,0.638
2025-07-23,EXHAUSTION,SHORT,FAILED,25.5,T2,42.9,1,0.0,0,4.17,1.669,0.993,0.695,0.535,0.539
2025-07-24,9/9_LOCK,SHORT,CONFIRMED,18.2,T1,36.6,0,0.0,0,1.78,0.733,0.523,0.374,0.53,0.548
2025-07-25,EXHAUSTION,LONG,FAILED,29.2,T2,17.0,0,0.0,0,11.2,0.932,0.554,0.388,0.299,0.259
2025-07-28,9/9_LOCK,SHORT,CONFIRMED,24.6,T2,129.5,1,0.0,0,0.0,2.875,3.279,2.295,2.022,1.81
2025-07-30,EXHAUSTION,SHORT,FAILED,29.8,T2,88.2,1,0.0,0,0.0,0.322,0.192,0.134,0.103,0.209
2025-07-31,EXHAUSTION,LONG,FAILED,37.9,T3,57.6,1,0.0,0,7.43,3.04,1.737,1.169,0.868,0.715
2025-08-07,EXHAUSTION,LONG,FAILED,27.8,T2,40.0,0,0.0,0,5.9,1.197,1.107,0.959,0.738,0.639
2025-08-11,EXHAUSTION,SHORT,FAILED,35.7,T3,27.3,1,0.227,1,12.39,0.073,0.042,0.028,0.048,0.04
2025-08-12,EXHAUSTION,SHORT,FAILED,21.2,T2,15.9,0,0.0,0,7.42,0.596,0.355,0.248,0.343,0.298
2025-08-13,9/9_LOCK,LONG,CONFIRMED,21.9,T2,56.3,1,0.0,0,0.0,1.688,1.692,1.419,1.318,1.143
2025-08-15,EXHAUSTION,LONG,FAILED,22.4,T2,61.5,1,0.0,0,0.0,1.986,1.59,1.146,0.982,0.885
2025-08-21,9/9_LOCK,SHORT,CONFIRMED,13.9,T1,34.3,1,0.0,0,0.09,2.302,1.433,1.024,0.843,0.754
2025-08-27,EXHAUSTION,SHORT,FAILED,35.5,T3,67.6,1,0.0,0,4.23,1.662,1.458,1.404,1.043,0.859
2025-08-29,EXHAUSTION,LONG,FAILED,26.4,T2,7.6,0,0.3,1,11.68,0.0,0.0,0.192,0.148,0.128
2025-09-01,EXHAUSTION,LONG,FAILED,29.0,T2,42.0,1,0.0,0,6.1,2.157,1.284,0.966,0.743,0.644
2025-09-02,9/9_LOCK,SHORT,CONFIRMED,28.5,T2,97.6,1,0.0,0,0.0,1.314,2.259,1.796,1.558,1.35
2025-09-05,EXHAUSTION,LONG,FAILED,36.3,T3,101.6,1,0.0,0,0.0,1.592,0.948,0.754,0.685,0.621
2025-09-08,9/9_LOCK,LONG,CONFIRMED,15.5,T1,45.0,1,0.0,0,0.0,1.419,1.166,1.161,0.956,0.856
2025-09-10,EXHAUSTION,LONG,FAILED,26.1,T2,19.8,1,0.0,0,9.09,0.656,0.39,0.273,0.21,0.182
2025-09-12,9/9_LOCK,LONG,CONFIRMED,19.9,T1,14.4,0,0.0,0,7.07,0.489,0.579,0.413,0.341,0.305
2025-09-17,EXHAUSTION,SHORT,FAILED,21.8,T2,33.6,1,0.0,0,4.18,1.116,1.236,0.865,0.666,0.685
2025-09-18,9/9_LOCK,SHORT,CONFIRMED,34.9,T3,62.3,1,0.0,0,4.99,1.828,1.045,0.703,0.522,0.43
