Date,Session,Previous_Day_Minus_25,Previous_Day_Minus_50,Previous_Day_High,Previous_Day_Low
2023-08-16,NY,3055.73,3058.46,3057.61,3038.39
2023-08-17,Asian,3076.03,3078.5,3079.42,3058.48
2023-08-17,London,3076.03,3078.5,3079.42,3058.48
2023-08-17,NY,3076.03,3078.5,3079.42,3058.48
2023-08-18,Asian,3096.89,3099.6,3100.06,3079.91
2023-08-18,London,3096.89,3099.6,3100.06,3079.91
2023-08-18,NY,3096.89,3099.6,3100.06,3079.91
2023-08-21,Asian,3116.63,3119.09,3119.13,3099.19
2023-08-21,London,3116.63,3119.09,3119.13,3099.19
2023-08-21,NY,3116.63,3119.09,3119.13,3099.19
2023-08-22,Asian,3135.55,3138.16,3137.46,3118.56
2023-08-22,London,3135.55,3138.16,3137.46,3118.56
2023-08-22,NY,3135.55,3138.16,3137.46,3118.56
2023-08-23,Asian,3155.99,3159.08,3157.2,3137.33
2023-08-23,London,3155.99,3159.08,3157.2,3137.33
2023-08-23,NY,3155.99,3159.08,3157.2,3137.33
2023-08-24,Asian,3174.93,3177.65,3176.09,3156.34
2023-08-24,London,3174.93,3177.65,3176.09,3156.34
2023-08-24,NY,3174.93,3177.65,3176.09,3156.34
2023-08-25,Asian,3193.16,3195.74,3193.7,3175.7
2023-08-25,London,3193.16,3195.74,3193.7,3175.7
2023-08-25,NY,3193.16,3195.74,3193.7,3175.7
2023-08-28,Asian,3212.56,3215.62,3214.19,3193.39
2023-08-28,London,3212.56,3215.62,3214.19,3193.39
2023-08-28,NY,3212.56,3215.62,3214.19,3193.39
2023-08-29,Asian,3232.75,3235.6,3234.6,3214.04
2023-08-29,London,3232.75,3235.6,3234.6,3214.04
2023-08-29,NY,3232.75,3235.6,3234.6,3214.04
2023-08-30,Asian,3250.6,3253.27,3251.33,3233.78
2023-08-30,London,3250.6,3253.27,3251.33,3233.78
2023-08-30,NY,3250.6,3253.27,3251.33,3233.78
2023-08-31,Asian,3268.87,3271.41,3269.54,3252.03
2023-08-31,London,3268.87,3271.41,3269.54,3252.03
2023-08-31,NY,3268.87,3271.41,3269.54,3252.03
2023-09-01,Asian,3285.84,3288.53,3286.81,3269.13
2023-09-01,London,3285.84,3288.53,3286.81,3269.13
2023-09-01,NY,3285.84,3288.53,3286.81,3269.13
2023-09-04,Asian,3300.99,3303.67,3301.94,3285.23
2023-09-04,London,3300.99,3303.67,3301.94,3285.23
2023-09-04,NY,3300.99,3303.67,3301.94,3285.23
2023-09-05,Asian,3317.12,3319.56,3318.76,3301.7
2023-09-05,London,3317.12,3319.56,3318.76,3301.7
2023-09-05,NY,3317.12,3319.56,3318.76,3301.7
2023-09-06,Asian,3337.47,3340.47,3338.98,3317.79
2023-09-06,London,3337.47,3340.47,3338.98,3317.79
2023-09-06,NY,3337.47,3340.47,3338.98,3317.79
2023-09-07,Asian,3354.48,3356.87,3357.07,3338.61
2023-09-07,London,3354.48,3356.87,3357.07,3338.61
2023-09-07,NY,3354.48,3356.87,3357.07,3338.61
2023-09-08,Asian,3377.89,3381.03,3379.68,3357.9
2023-09-08,London,3377.89,3381.03,3379.68,3357.9
2023-09-08,NY,3377.89,3381.03,3379.68,3357.9
2023-09-11,Asian,3395.54,3398.22,3397.51,3378.4
2023-09-11,London,3395.54,3398.22,3397.51,3378.4
2023-09-11,NY,3395.54,3398.22,3397.51,3378.4
2023-09-12,Asian,3413.31,3415.78,3415.81,3397.25
2023-09-12,London,3413.31,3415.78,3415.81,3397.25
2023-09-12,NY,3413.31,3415.78,3415.81,3397.25
2023-09-13,Asian,3431.69,3434.36,3433.76,3415.79
2023-09-13,London,3431.69,3434.36,3433.76,3415.79
2023-09-13,NY,3431.69,3434.36,3433.76,3415.79
2023-09-14,Asian,3451.02,3453.86,3452.69,3433.17
2023-09-14,London,3451.02,3453.86,3452.69,3433.17
2023-09-14,NY,3451.02,3453.86,3452.69,3433.17
2023-09-15,Asian,3470.33,3473.35,3472.54,3452.25
2023-09-15,London,3470.33,3473.35,3472.54,3452.25
2023-09-15,NY,3470.33,3473.35,3472.54,3452.25
2023-09-18,Asian,3489.19,3491.76,3490.71,3471.08
2023-09-18,London,3489.19,3491.76,3490.71,3471.08
2023-09-18,NY,3489.19,3491.76,3490.71,3471.08
2023-09-19,Asian,3506.35,3508.97,3508.76,3490.55
2023-09-19,London,3506.35,3508.97,3508.76,3490.55
2023-09-19,NY,3506.35,3508.97,3508.76,3490.55
2023-09-20,Asian,3524.12,3526.61,3526.26,3507.67
2023-09-20,London,3524.12,3526.61,3526.26,3507.67
2023-09-20,NY,3524.12,3526.61,3526.26,3507.67
2023-09-21,Asian,3542.39,3545.03,3545.79,3525.79
2023-09-21,London,3542.39,3545.03,3545.79,3525.79
2023-09-21,NY,3542.39,3545.03,3545.79,3525.79
2023-09-22,Asian,3561.42,3564.01,3563.73,3545.31
2023-09-22,London,3561.42,3564.01,3563.73,3545.31
2023-09-22,NY,3561.42,3564.01,3563.73,3545.31
2023-09-25,Asian,3579.37,3581.77,3581.06,3563.63
2023-09-25,London,3579.37,3581.77,3581.06,3563.63
2023-09-25,NY,3579.37,3581.77,3581.06,3563.63
2023-09-26,Asian,3599.37,3602.2,3601.29,3581.91
2023-09-26,London,3599.37,3602.2,3601.29,3581.91
2023-09-26,NY,3599.37,3602.2,3601.29,3581.91
2023-09-27,Asian,3618.88,3621.77,3619.47,3600.9
2023-09-27,London,3618.88,3621.77,3619.47,3600.9
2023-09-27,NY,3618.88,3621.77,3619.47,3600.9
2023-09-28,Asian,3637.48,3640.37,3639.53,3620.1
2023-09-28,London,3637.48,3640.37,3639.53,3620.1
2023-09-28,NY,3637.48,3640.37,3639.53,3620.1
2023-09-29,Asian,3653.89,3656.02,3655.89,3638.93
2023-09-29,London,3653.89,3656.02,3655.89,3638.93
2023-09-29,NY,3653.89,3656.02,3655.89,3638.93
2023-10-02,Asian,3674.63,3677.39,3677.38,3655.4
2023-10-02,London,3674.63,3677.39,3677.38,3655.4
2023-10-02,NY,3674.63,3677.39,3677.38,3655.4
2023-10-03,Asian,3694.3,3696.93,3694.8,3676.13
2023-10-03,London,3694.3,3696.93,3694.8,3676.13
2023-10-03,NY,3694.3,3696.93,3694.8,3676.13
2023-10-04,Asian,3712.27,3714.95,3713.92,3694.51
2023-10-04,London,3712.27,3714.95,3713.92,3694.51
2023-10-04,NY,3712.27,3714.95,3713.92,3694.51
2023-10-05,Asian,3730.56,3733.26,3731.98,3712.61
2023-10-05,London,3730.56,3733.26,3731.98,3712.61
2023-10-05,NY,3730.56,3733.26,3731.98,3712.61
2023-10-06,Asian,3747.72,3750.5,3748.18,3731.42
2023-10-06,London,3747.72,3750.5,3748.18,3731.42
2023-10-06,NY,3747.72,3750.5,3748.18,3731.42
2023-10-09,Asian,3763.34,3765.55,3765.37,3748.38
2023-10-09,London,3763.34,3765.55,3765.37,3748.38
2023-10-09,NY,3763.34,3765.55,3765.37,3748.38
2023-10-10,Asian,3781.8,3784.44,3784.25,3765.23
2023-10-10,London,3781.8,3784.44,3784.25,3765.23
2023-10-10,NY,3781.8,3784.44,3784.25,3765.23
2023-10-11,Asian,3800.1,3802.65,3801.96,3784.26
2023-10-11,London,3800.1,3802.65,3801.96,3784.26
2023-10-11,NY,3800.1,3802.65,3801.96,3784.26
2023-10-12,Asian,3818.27,3820.84,3820.8,3801.54
2023-10-12,London,3818.27,3820.84,3820.8,3801.54
2023-10-12,NY,3818.27,3820.84,3820.8,3801.54
2023-10-13,Asian,3835.6,3837.82,3838.16,3819.69
2023-10-13,London,3835.6,3837.82,3838.16,3819.69
2023-10-13,NY,3835.6,3837.82,3838.16,3819.69
2023-10-16,Asian,3854.19,3856.85,3855.8,3838.03
2023-10-16,London,3854.19,3856.85,3855.8,3838.03
2023-10-16,NY,3854.19,3856.85,3855.8,3838.03
2023-10-17,Asian,3873.5,3876.14,3874.19,3855.53
2023-10-17,London,3873.5,3876.14,3874.19,3855.53
2023-10-17,NY,3873.5,3876.14,3874.19,3855.53
2023-10-18,Asian,3888.86,3891.24,3890.48,3873.79
2023-10-18,London,3888.86,3891.24,3890.48,3873.79
2023-10-18,NY,3888.86,3891.24,3890.48,3873.79
2023-10-19,Asian,3905.27,3907.89,3907.74,3889.3
2023-10-19,London,3905.27,3907.89,3907.74,3889.3
2023-10-19,NY,3905.27,3907.89,3907.74,3889.3
2023-10-20,Asian,3923.36,3925.91,3924.36,3907.57
2023-10-20,London,3923.36,3925.91,3924.36,3907.57
2023-10-20,NY,3923.36,3925.91,3924.36,3907.57
2023-10-23,Asian,3935.82,3937.86,3937.08,3923.55
2023-10-23,London,3935.82,3937.86,3937.08,3923.55
2023-10-23,NY,3935.82,3937.86,3937.08,3923.55
2023-10-24,Asian,3952.78,3955.35,3955.5,3936.22
2023-10-24,London,3952.78,3955.35,3955.5,3936.22
2023-10-24,NY,3952.78,3955.35,3955.5,3936.22
2023-10-25,Asian,3971.43,3973.99,3974.3,3954.96
2023-10-25,London,3971.43,3973.99,3974.3,3954.96
2023-10-25,NY,3971.43,3973.99,3974.3,3954.96
2023-10-26,Asian,3992.76,3995.63,3994.81,3974.24
2023-10-26,London,3992.76,3995.63,3994.81,3974.24
2023-10-26,NY,3992.76,3995.63,3994.81,3974.24
2023-10-27,Asian,4012.18,4014.69,4014.48,3994.57
2023-10-27,London,4012.18,4014.69,4014.48,3994.57
2023-10-27,NY,4012.18,4014.69,4014.48,3994.57
2023-10-30,Asian,4030.39,4032.83,4031.35,4014.52
2023-10-30,London,4030.39,4032.83,4031.35,4014.52
2023-10-30,NY,4030.39,4032.83,4031.35,4014.52
2023-10-31,Asian,4047.75,4050.39,4048.69,4031.11
2023-10-31,London,4047.75,4050.39,4048.69,4031.11
2023-10-31,NY,4047.75,4050.39,4048.69,4031.11
2023-11-01,Asian,4074.41,4077.09,4071.73,4049.33
2023-11-01,London,4074.41,4077.09,4071.73,4049.33
2023-11-01,NY,4074.41,4077.09,4071.73,4049.33
2023-11-02,Asian,4086.49,4088.95,4089.6,4070.22
2023-11-02,London,4086.49,4088.95,4089.6,4070.22
2023-11-02,NY,4086.49,4088.95,4089.6,4070.22
2023-11-03,Asian,4106.37,4109.26,4108.54,4089.6
2023-11-03,London,4106.37,4109.26,4108.54,4089.6
2023-11-03,NY,4106.37,4109.26,4108.54,4089.6
2023-11-06,Asian,4124.24,4126.59,4126.14,4108.85
2023-11-06,London,4124.24,4126.59,4126.14,4108.85
2023-11-06,NY,4124.24,4126.59,4126.14,4108.85
2023-11-07,Asian,4141.75,4144.45,4144.45,4125.31
2023-11-07,London,4141.75,4144.45,4144.45,4125.31
2023-11-07,NY,4141.75,4144.45,4144.45,4125.31
2023-11-08,Asian,4159.05,4161.57,4161.45,4144.2
2023-11-08,London,4159.05,4161.57,4161.45,4144.2
2023-11-08,NY,4159.05,4161.57,4161.45,4144.2
2023-11-09,Asian,4177.5,4179.87,4179.53,4161.71
2023-11-09,London,4177.5,4179.87,4179.53,4161.71
2023-11-09,NY,4177.5,4179.87,4179.53,4161.71
2023-11-10,Asian,4193.84,4196.17,4196.27,4179.68
2023-11-10,London,4193.84,4196.17,4196.27,4179.68
2023-11-10,NY,4193.84,4196.17,4196.27,4179.68
2023-11-13,Asian,4215.45,4218.49,4217.3,4196.07
2023-11-13,London,4215.45,4218.49,4217.3,4196.07
2023-11-13,NY,4215.45,4218.49,4217.3,4196.07
2023-11-14,Asian,4233.86,4236.51,4235.62,4217.93
2023-11-14,London,4233.86,4236.51,4235.62,4217.93
2023-11-14,NY,4233.86,4236.51,4235.62,4217.93
2023-11-15,Asian,4252.32,4254.72,4255.21,4235.66
2023-11-15,London,4252.32,4254.72,4255.21,4235.66
2023-11-15,NY,4252.32,4254.72,4255.21,4235.66
2023-11-16,Asian,4272.01,4274.65,4275.7,4255.22
2023-11-16,London,4272.01,4274.65,4275.7,4255.22
2023-11-16,NY,4272.01,4274.65,4275.7,4255.22
2023-11-17,Asian,4293.07,4295.54,4294.83,4275.86
2023-11-17,London,4293.07,4295.54,4294.83,4275.86
2023-11-17,NY,4293.07,4295.54,4294.83,4275.86
2023-11-20,Asian,4310.17,4312.81,4310.9,4294.47
2023-11-20,London,4310.17,4312.81,4310.9,4294.47
2023-11-20,NY,4310.17,4312.81,4310.9,4294.47
2023-11-21,Asian,4326.37,4329.06,4329.22,4309.64
2023-11-21,London,4326.37,4329.06,4329.22,4309.64
2023-11-21,NY,4326.37,4329.06,4329.22,4309.64
2023-11-22,Asian,4343.02,4345.28,4345.77,4328.43
2023-11-22,London,4343.02,4345.28,4345.77,4328.43
2023-11-22,NY,4343.02,4345.28,4345.77,4328.43
2023-11-23,Asian,4363.42,4366.45,4365.43,4343.71
2023-11-23,London,4363.42,4366.45,4365.43,4343.71
2023-11-23,NY,4363.42,4366.45,4365.43,4343.71
2023-11-24,Asian,4380.56,4383.08,4382.25,4365.3
2023-11-24,London,4380.56,4383.08,4382.25,4365.3
2023-11-24,NY,4380.56,4383.08,4382.25,4365.3
2023-11-27,Asian,4402.74,4405.55,4404.87,4382.55
2023-11-27,London,4402.74,4405.55,4404.87,4382.55
2023-11-27,NY,4402.74,4405.55,4404.87,4382.55
2023-11-28,Asian,4421.7,4424.51,4423.27,4405.11
2023-11-28,London,4421.7,4424.51,4423.27,4405.11
2023-11-28,NY,4421.7,4424.51,4423.27,4405.11
2023-11-29,Asian,4439.64,4442.19,4442.71,4423.47
2023-11-29,London,4439.64,4442.19,4442.71,4423.47
2023-11-29,NY,4439.64,4442.19,4442.71,4423.47
2023-11-30,Asian,4459.05,4461.92,4461.36,4441.78
2023-11-30,London,4459.05,4461.92,4461.36,4441.78
2023-11-30,NY,4459.05,4461.92,4461.36,4441.78
2023-12-01,Asian,4477.19,4479.8,4480.0,4460.36
2023-12-01,London,4477.19,4479.8,4480.0,4460.36
2023-12-01,NY,4477.19,4479.8,4480.0,4460.36
2023-12-04,Asian,4496.1,4498.62,4498.51,4479.36
2023-12-04,London,4496.1,4498.62,4498.51,4479.36
2023-12-04,NY,4496.1,4498.62,4498.51,4479.36
2023-12-05,Asian,4514.89,4517.31,4517.49,4498.83
2023-12-05,London,4514.89,4517.31,4517.49,4498.83
2023-12-05,NY,4514.89,4517.31,4517.49,4498.83
2023-12-06,Asian,4532.02,4534.52,4533.57,4517.39
2023-12-06,London,4532.02,4534.52,4533.57,4517.39
2023-12-06,NY,4532.02,4534.52,4533.57,4517.39
2023-12-07,Asian,4549.18,4551.6,4551.48,4533.69
2023-12-07,London,4549.18,4551.6,4551.48,4533.69
2023-12-07,NY,4549.18,4551.6,4551.48,4533.69
2023-12-08,Asian,4564.83,4567.23,4567.24,4550.01
2023-12-08,London,4564.83,4567.23,4567.24,4550.01
2023-12-08,NY,4564.83,4567.23,4567.24,4550.01
2023-12-11,Asian,4585.06,4588.19,4587.25,4566.1
2023-12-11,London,4585.06,4588.19,4587.25,4566.1
2023-12-11,NY,4585.06,4588.19,4587.25,4566.1
2023-12-12,Asian,4605.22,4608.09,4606.61,4587.77
2023-12-12,London,4605.22,4608.09,4606.61,4587.77
2023-12-12,NY,4605.22,4608.09,4606.61,4587.77
2023-12-13,Asian,4622.11,4624.59,4624.28,4606.45
2023-12-13,London,4622.11,4624.59,4624.28,4606.45
2023-12-13,NY,4622.11,4624.59,4624.28,4606.45
2023-12-14,Asian,4641.84,4644.77,4642.79,4623.28
2023-12-14,London,4641.84,4644.77,4642.79,4623.28
2023-12-14,NY,4641.84,4644.77,4642.79,4623.28
2023-12-15,Asian,4658.1,4660.59,4659.58,4642.58
2023-12-15,London,4658.1,4660.59,4659.58,4642.58
2023-12-15,NY,4658.1,4660.59,4659.58,4642.58
2023-12-18,Asian,4674.36,4676.68,4676.31,4659.3
2023-12-18,London,4674.36,4676.68,4676.31,4659.3
2023-12-18,NY,4674.36,4676.68,4676.31,4659.3
2023-12-19,Asian,4690.23,4692.69,4692.12,4675.17
2023-12-19,London,4690.23,4692.69,4692.12,4675.17
2023-12-19,NY,4690.23,4692.69,4692.12,4675.17
2023-12-20,Asian,4707.43,4709.86,4709.79,4692.48
2023-12-20,London,4707.43,4709.86,4709.79,4692.48
2023-12-20,NY,4707.43,4709.86,4709.79,4692.48
2023-12-21,Asian,4726.0,4728.66,4727.16,4708.49
2023-12-21,London,4726.0,4728.66,4727.16,4708.49
2023-12-21,NY,4726.0,4728.66,4727.16,4708.49
2023-12-22,Asian,4743.78,4746.43,4746.33,4727.45
2023-12-22,London,4743.78,4746.43,4746.33,4727.45
2023-12-22,NY,4743.78,4746.43,4746.33,4727.45
2023-12-25,Asian,4765.02,4768.14,4766.6,4745.56
2023-12-25,London,4765.02,4768.14,4766.6,4745.56
2023-12-25,NY,4765.02,4768.14,4766.6,4745.56
2023-12-26,Asian,4781.74,4784.41,4784.77,4765.66
2023-12-26,London,4781.74,4784.41,4784.77,4765.66
2023-12-26,NY,4781.74,4784.41,4784.77,4765.66
2023-12-27,Asian,4803.31,4806.05,4806.02,4784.4
2023-12-27,London,4803.31,4806.05,4806.02,4784.4
2023-12-27,NY,4803.31,4806.05,4806.02,4784.4
2023-12-28,Asian,4821.07,4823.71,4822.72,4805.19
2023-12-28,London,4821.07,4823.71,4822.72,4805.19
2023-12-28,NY,4821.07,4823.71,4822.72,4805.19
2023-12-29,Asian,4839.04,4841.69,4840.15,4822.88
2023-12-29,London,4839.04,4841.69,4840.15,4822.88
2023-12-29,NY,4839.04,4841.69,4840.15,4822.88
2024-01-01,Asian,4854.74,4857.36,4856.31,4838.74
2024-01-01,London,4854.74,4857.36,4856.31,4838.74
2024-01-01,NY,4854.74,4857.36,4856.31,4838.74
2024-01-02,Asian,4872.37,4874.86,4875.09,4856.23
2024-01-02,London,4872.37,4874.86,4875.09,4856.23
2024-01-02,NY,4872.37,4874.86,4875.09,4856.23
2024-01-03,Asian,4891.45,4894.05,4893.7,4874.96
2024-01-03,London,4891.45,4894.05,4893.7,4874.96
2024-01-03,NY,4891.45,4894.05,4893.7,4874.96
2024-01-04,Asian,4909.53,4912.12,4912.62,4893.03
2024-01-04,London,4909.53,4912.12,4912.62,4893.03
2024-01-04,NY,4909.53,4912.12,4912.62,4893.03
2024-01-05,Asian,4929.53,4932.23,4932.04,4912.05
2024-01-05,London,4929.53,4932.23,4932.04,4912.05
2024-01-05,NY,4929.53,4932.23,4932.04,4912.05
2024-01-08,Asian,4945.36,4947.81,4947.49,4931.09
2024-01-08,London,4945.36,4947.81,4947.49,4931.09
2024-01-08,NY,4945.36,4947.81,4947.49,4931.09
2024-01-09,Asian,4963.52,4966.08,4965.18,4946.85
2024-01-09,London,4963.52,4966.08,4965.18,4946.85
2024-01-09,NY,4963.52,4966.08,4965.18,4946.85
2024-01-10,Asian,4983.4,4986.15,4987.0,4964.82
2024-01-10,London,4983.4,4986.15,4987.0,4964.82
2024-01-10,NY,4983.4,4986.15,4987.0,4964.82
2024-01-11,Asian,5003.11,5005.53,5005.14,4987.1
2024-01-11,London,5003.11,5005.53,5005.14,4987.1
2024-01-11,NY,5003.11,5005.53,5005.14,4987.1
2024-01-12,Asian,5022.42,5025.1,5024.41,5004.57
2024-01-12,London,5022.42,5025.1,5024.41,5004.57
2024-01-12,NY,5022.42,5025.1,5024.41,5004.57
2024-01-15,Asian,5041.25,5043.91,5043.74,5024.61
2024-01-15,London,5041.25,5043.91,5043.74,5024.61
2024-01-15,NY,5041.25,5043.91,5043.74,5024.61
2024-01-16,Asian,5059.15,5061.76,5061.69,5042.32
2024-01-16,London,5059.15,5061.76,5061.69,5042.32
2024-01-16,NY,5059.15,5061.76,5061.69,5042.32
2024-01-17,Asian,5079.91,5082.6,5081.35,5061.78
2024-01-17,London,5079.91,5082.6,5081.35,5061.78
2024-01-17,NY,5079.91,5082.6,5081.35,5061.78
2024-01-18,Asian,5101.61,5104.68,5102.15,5082.74
2024-01-18,London,5101.61,5104.68,5102.15,5082.74
2024-01-18,NY,5101.61,5104.68,5102.15,5082.74
2024-01-19,Asian,5118.59,5121.34,5120.33,5101.47
2024-01-19,London,5118.59,5121.34,5120.33,5101.47
2024-01-19,NY,5118.59,5121.34,5120.33,5101.47
2024-01-22,Asian,5136.96,5139.42,5138.22,5120.56
2024-01-22,London,5136.96,5139.42,5138.22,5120.56
2024-01-22,NY,5136.96,5139.42,5138.22,5120.56
2024-01-23,Asian,5155.21,5158.06,5157.53,5138.0
2024-01-23,London,5155.21,5158.06,5157.53,5138.0
2024-01-23,NY,5155.21,5158.06,5157.53,5138.0
2024-01-24,Asian,5173.96,5176.43,5176.53,5157.27
2024-01-24,London,5173.96,5176.43,5176.53,5157.27
2024-01-24,NY,5173.96,5176.43,5176.53,5157.27
2024-01-25,Asian,5195.67,5198.61,5195.79,5176.33
2024-01-25,London,5195.67,5198.61,5195.79,5176.33
2024-01-25,NY,5195.67,5198.61,5195.79,5176.33
2024-01-26,Asian,5213.54,5216.36,5215.19,5195.48
2024-01-26,London,5213.54,5216.36,5215.19,5195.48
2024-01-26,NY,5213.54,5216.36,5215.19,5195.48
2024-01-29,Asian,5230.23,5232.64,5232.94,5214.95
2024-01-29,London,5230.23,5232.64,5232.94,5214.95
2024-01-29,NY,5230.23,5232.64,5232.94,5214.95
2024-01-30,Asian,5249.61,5252.03,5250.8,5232.97
2024-01-30,London,5249.61,5252.03,5250.8,5232.97
2024-01-30,NY,5249.61,5252.03,5250.8,5232.97
2024-01-31,Asian,5268.69,5271.5,5270.53,5250.69
2024-01-31,London,5268.69,5271.5,5270.53,5250.69
2024-01-31,NY,5268.69,5271.5,5270.53,5250.69
2024-02-01,Asian,5287.35,5290.05,5290.04,5270.69
2024-02-01,London,5287.35,5290.05,5290.04,5270.69
2024-02-01,NY,5287.35,5290.05,5290.04,5270.69
2024-02-02,Asian,5306.44,5309.01,5307.78,5289.53
2024-02-02,London,5306.44,5309.01,5307.78,5289.53
2024-02-02,NY,5306.44,5309.01,5307.78,5289.53
2024-02-05,Asian,5329.37,5331.97,5326.77,5307.62
2024-02-05,London,5329.37,5331.97,5326.77,5307.62
2024-02-05,NY,5329.37,5331.97,5326.77,5307.62
2024-02-06,Asian,5341.26,5343.7,5342.48,5326.47
2024-02-06,London,5341.26,5343.7,5342.48,5326.47
2024-02-06,NY,5341.26,5343.7,5342.48,5326.47
2024-02-07,Asian,5359.14,5361.15,5357.14,5340.78
2024-02-07,London,5359.14,5361.15,5357.14,5340.78
2024-02-07,NY,5359.14,5361.15,5357.14,5340.78
2024-02-08,Asian,5373.31,5375.68,5375.92,5356.8
2024-02-08,London,5373.31,5375.68,5375.92,5356.8
2024-02-08,NY,5373.31,5375.68,5375.92,5356.8
2024-02-09,Asian,5392.75,5395.45,5394.74,5375.36
2024-02-09,London,5392.75,5395.45,5394.74,5375.36
2024-02-09,NY,5392.75,5395.45,5394.74,5375.36
2024-02-12,Asian,5412.79,5415.47,5415.1,5394.98
2024-02-12,London,5412.79,5415.47,5415.1,5394.98
2024-02-12,NY,5412.79,5415.47,5415.1,5394.98
2024-02-13,Asian,5429.53,5431.97,5432.71,5414.74
2024-02-13,London,5429.53,5431.97,5432.71,5414.74
2024-02-13,NY,5429.53,5431.97,5432.71,5414.74
2024-02-14,Asian,5446.24,5448.84,5448.25,5431.69
2024-02-14,London,5446.24,5448.84,5448.25,5431.69
2024-02-14,NY,5446.24,5448.84,5448.25,5431.69
2024-02-15,Asian,5463.65,5466.2,5465.83,5447.53
2024-02-15,London,5463.65,5466.2,5465.83,5447.53
2024-02-15,NY,5463.65,5466.2,5465.83,5447.53
2024-02-16,Asian,5482.89,5485.48,5483.81,5465.94
2024-02-16,London,5482.89,5485.48,5483.81,5465.94
2024-02-16,NY,5482.89,5485.48,5483.81,5465.94
2024-02-19,Asian,5500.51,5503.08,5502.77,5483.04
2024-02-19,London,5500.51,5503.08,5502.77,5483.04
2024-02-19,NY,5500.51,5503.08,5502.77,5483.04
2024-02-20,Asian,5519.73,5522.4,5520.1,5502.71
2024-02-20,London,5519.73,5522.4,5520.1,5502.71
2024-02-20,NY,5519.73,5522.4,5520.1,5502.71
2024-02-21,Asian,5535.57,5538.17,5537.95,5519.61
2024-02-21,London,5535.57,5538.17,5537.95,5519.61
2024-02-21,NY,5535.57,5538.17,5537.95,5519.61
2024-02-22,Asian,5553.56,5556.01,5555.78,5538.01
2024-02-22,London,5553.56,5556.01,5555.78,5538.01
2024-02-22,NY,5553.56,5556.01,5555.78,5538.01
2024-02-23,Asian,5574.36,5577.2,5575.43,5555.58
2024-02-23,London,5574.36,5577.2,5575.43,5555.58
2024-02-23,NY,5574.36,5577.2,5575.43,5555.58
2024-02-26,Asian,5588.38,5590.72,5591.3,5573.49
2024-02-26,London,5588.38,5590.72,5591.3,5573.49
2024-02-26,NY,5588.38,5590.72,5591.3,5573.49
2024-02-27,Asian,5606.03,5608.46,5607.19,5590.3
2024-02-27,London,5606.03,5608.46,5607.19,5590.3
2024-02-27,NY,5606.03,5608.46,5607.19,5590.3
2024-02-28,Asian,5623.2,5625.84,5625.3,5606.9
2024-02-28,London,5623.2,5625.84,5625.3,5606.9
2024-02-28,NY,5623.2,5625.84,5625.3,5606.9
2024-02-29,Asian,5644.72,5647.32,5646.21,5626.19
2024-02-29,London,5644.72,5647.32,5646.21,5626.19
2024-02-29,NY,5644.72,5647.32,5646.21,5626.19
2024-03-01,Asian,5663.53,5666.23,5665.1,5646.34
2024-03-01,London,5663.53,5666.23,5665.1,5646.34
2024-03-01,NY,5663.53,5666.23,5665.1,5646.34
2024-03-04,Asian,5682.15,5684.98,5682.87,5664.21
2024-03-04,London,5682.15,5684.98,5682.87,5664.21
2024-03-04,NY,5682.15,5684.98,5682.87,5664.21
2024-03-05,Asian,5699.14,5701.85,5699.68,5682.95
2024-03-05,London,5699.14,5701.85,5699.68,5682.95
2024-03-05,NY,5699.14,5701.85,5699.68,5682.95
2024-03-06,Asian,5717.02,5719.82,5718.89,5699.59
2024-03-06,London,5717.02,5719.82,5718.89,5699.59
2024-03-06,NY,5717.02,5719.82,5718.89,5699.59
2024-03-07,Asian,5734.8,5737.33,5737.61,5718.58
2024-03-07,London,5734.8,5737.33,5737.61,5718.58
2024-03-07,NY,5734.8,5737.33,5737.61,5718.58
2024-03-08,Asian,5751.61,5753.89,5753.73,5737.1
2024-03-08,London,5751.61,5753.89,5753.73,5737.1
2024-03-08,NY,5751.61,5753.89,5753.73,5737.1
2024-03-11,Asian,5771.25,5773.84,5773.25,5753.96
2024-03-11,London,5771.25,5773.84,5773.25,5753.96
2024-03-11,NY,5771.25,5773.84,5773.25,5753.96
2024-03-12,Asian,5789.05,5791.48,5790.6,5772.82
2024-03-12,London,5789.05,5791.48,5790.6,5772.82
2024-03-12,NY,5789.05,5791.48,5790.6,5772.82
2024-03-13,Asian,5805.31,5807.53,5808.4,5789.94
2024-03-13,London,5805.31,5807.53,5808.4,5789.94
2024-03-13,NY,5805.31,5807.53,5808.4,5789.94
2024-03-14,Asian,5824.83,5827.5,5825.88,5808.47
2024-03-14,London,5824.83,5827.5,5825.88,5808.47
2024-03-14,NY,5824.83,5827.5,5825.88,5808.47
2024-03-15,Asian,5842.31,5844.84,5845.17,5825.59
2024-03-15,London,5842.31,5844.84,5845.17,5825.59
2024-03-15,NY,5842.31,5844.84,5845.17,5825.59
2024-03-18,Asian,5860.0,5862.47,5861.86,5844.16
2024-03-18,London,5860.0,5862.47,5861.86,5844.16
2024-03-18,NY,5860.0,5862.47,5861.86,5844.16
2024-03-19,Asian,5876.68,5879.27,5878.2,5860.57
2024-03-19,London,5876.68,5879.27,5878.2,5860.57
2024-03-19,NY,5876.68,5879.27,5878.2,5860.57
2024-03-20,Asian,5892.7,5895.05,5893.75,5876.65
