Date,Day,London_Open,London_High,London_Low,London_Close,London_Range,Directional_Bias,Year,Quarter,Month,Week,DayOfWeek,Fib_0_Percent,Fib_100_Percent,Fib_Minus_25,Fib_Minus_50,Fib_Minus_100,Fib_Minus_168,Fib_132_Percent
2023-01-16,Monday,81.62484,82.36554,81.14675,82.36554,1.2188,Bullish,2023,1,1,3,0,81.14675,82.36554,82.67024,82.97494,83.58434,84.41312,80.75673
2023-01-23,Monday,78.28109,79.84008,76.28386,79.00858,3.55622,Bullish,2023,1,1,4,0,76.28386,79.84008,80.72913,81.61819,83.3963,85.81453,75.14587
2023-01-30,Monday,78.71085,79.77866,76.87468,78.1627,2.90398,Bearish,2023,1,1,5,0,79.77866,76.87468,76.14869,75.42269,73.9707,71.99599,80.70793
2023-02-06,Monday,77.80421,79.09233,77.11832,78.63817,1.97401,Bullish,2023,1,2,6,0,77.11832,79.09233,79.58583,80.07934,81.06634,82.40867,76.48664
2023-02-13,Monday,78.68816,79.38527,77.4737,77.4737,1.91157,Bearish,2023,1,2,7,0,79.38527,77.4737,76.99581,76.51791,75.56213,74.26226,79.99697
2023-02-20,Monday,79.08421,79.704,77.57851,78.62153,2.12549,Bearish,2023,1,2,8,0,79.704,77.57851,77.04714,76.51576,75.45302,74.00769,80.38416
2023-02-27,Monday,76.49866,77.44963,75.68734,76.29532,1.76228,Bearish,2023,1,2,9,0,77.44963,75.68734,75.24677,74.8062,73.92506,72.72671,78.01356
2023-03-06,Monday,77.00307,77.91065,76.07241,76.07241,1.83825,Bearish,2023,1,3,10,0,77.91065,76.07241,75.61285,75.15329,74.23416,72.98415,78.49889
2023-03-13,Monday,74.4124,74.88061,73.54351,73.69878,1.3371,Bearish,2023,1,3,11,0,74.88061,73.54351,73.20923,72.87496,72.20641,71.29718,75.30848
2023-03-20,Monday,77.30854,78.03721,76.26532,76.7348,1.77188,Bearish,2023,1,3,12,0,78.03721,76.26532,75.82235,75.37938,74.49344,73.28856,78.60421
2023-03-27,Monday,75.69175,76.30377,75.09899,75.11747,1.20478,Bearish,2023,1,3,13,0,76.30377,75.09899,74.79779,74.4966,73.89421,73.07496,76.6893
2023-04-03,Monday,69.0463,70.2924,68.25935,70.2924,2.03305,Bullish,2023,2,4,14,0,68.25935,70.2924,70.80066,71.30893,72.32545,73.70792,67.60877
2023-04-10,Monday,74.50228,75.31236,74.03631,75.0873,1.27605,Bullish,2023,2,4,15,0,74.03631,75.31236,75.63137,75.95038,76.58841,77.45612,73.62797
2023-04-17,Monday,72.98284,74.85153,71.7622,74.48481,3.08932,Bullish,2023,2,4,16,0,71.7622,74.85153,75.62386,76.39619,77.94085,80.04159,70.77362
2023-04-24,Monday,71.25,72.81016,69.57824,69.57824,3.23192,Bearish,2023,2,4,17,0,72.81016,69.57824,68.77026,67.96228,66.34632,64.14861,73.84437
2023-05-01,Monday,69.81834,70.9912,69.32641,70.9912,1.66479,Bullish,2023,2,5,18,0,69.32641,70.9912,71.4074,71.8236,72.65599,73.78805,68.79368
2023-05-08,Monday,67.7928,68.53309,67.36328,68.48055,1.16982,Bullish,2023,2,5,19,0,67.36328,68.53309,68.82555,69.118,69.70291,70.49839,66.98894
2023-05-15,Monday,69.19175,70.94832,67.82916,70.94832,3.11916,Bullish,2023,2,5,20,0,67.82916,70.94832,71.72811,72.5079,74.06748,76.18851,66.83103
2023-05-22,Monday,69.19729,70.28083,67.30967,68.72256,2.97116,Bearish,2023,2,5,21,0,70.28083,67.30967,66.56688,65.82409,64.33851,62.31812,71.2316
2023-05-29,Monday,65.14949,66.42652,64.38171,66.42652,2.04481,Bullish,2023,2,5,22,0,64.38171,66.42652,66.93772,67.44893,68.47133,69.8618,63.72737
2023-06-05,Monday,67.59155,69.33741,65.63701,66.96625,3.70039,Bearish,2023,2,6,23,0,69.33741,65.63701,64.71191,63.78682,61.93662,59.42035,70.52153
2023-06-12,Monday,63.58194,65.02725,61.31087,63.0176,3.71639,Bearish,2023,2,6,24,0,65.02725,61.31087,60.38177,59.45267,57.59448,55.06733,66.21649
2023-06-19,Monday,58.38279,60.0807,55.96337,55.96337,4.11733,Bearish,2023,2,6,25,0,60.0807,55.96337,54.93404,53.9047,51.84604,49.04626,61.39825
2023-06-26,Monday,61.88392,62.9709,59.79102,62.67723,3.17988,Bullish,2023,2,6,26,0,59.79102,62.9709,63.76587,64.56084,66.15078,68.3131,58.77346
2023-07-03,Monday,55.94317,56.46205,55.08439,55.32026,1.37766,Bearish,2023,3,7,27,0,56.46205,55.08439,54.73998,54.39556,53.70673,52.76992,56.9029
2023-07-10,Monday,55.90833,56.20699,55.35114,55.53335,0.85584,Bearish,2023,3,7,28,0,56.20699,55.35114,55.13718,54.92322,54.4953,53.91333,56.48086
2023-07-17,Monday,52.74142,54.38505,51.34407,54.25105,3.04098,Bullish,2023,3,7,29,0,51.34407,54.38505,55.14529,55.90554,57.42603,59.4939,50.37096
2023-07-24,Monday,56.50984,57.58469,55.36262,56.22726,2.22207,Bearish,2023,3,7,30,0,57.58469,55.36262,54.8071,54.25158,53.14055,51.62954,58.29575
2023-07-31,Monday,51.91098,52.69664,51.46022,52.47106,1.23642,Bullish,2023,3,7,31,0,51.46022,52.69664,53.00575,53.31485,53.93306,54.77383,51.06457
2023-08-07,Monday,54.77405,55.03187,54.40155,54.47838,0.63033,Bearish,2023,3,8,32,0,55.03187,54.40155,54.24397,54.08638,53.77122,53.3426,55.23358
2023-08-14,Monday,48.08501,48.52794,47.01215,47.60467,1.51579,Bearish,2023,3,8,33,0,48.52794,47.01215,46.6332,46.25426,45.49636,44.46562,49.01299
2023-08-21,Monday,48.90831,49.95289,47.77408,49.55041,2.17881,Bullish,2023,3,8,34,0,47.77408,49.95289,50.49759,51.04229,52.1317,53.61329,47.07686
2023-08-28,Monday,42.759,43.44053,42.08518,43.44053,1.35535,Bullish,2023,3,8,35,0,42.08518,43.44053,43.77937,44.11821,44.79588,45.71752,41.65147
2023-09-04,Monday,46.92195,47.40453,45.76753,45.76753,1.637,Bearish,2023,3,9,36,0,47.40453,45.76753,45.35828,44.94903,44.13053,43.01737,47.92837
2023-09-11,Monday,44.86666,45.14784,44.71342,44.72026,0.43441,Bearish,2023,3,9,37,0,45.14784,44.71342,44.60482,44.49621,44.27901,43.98361,45.28685
2023-09-18,Monday,41.45758,41.9066,40.62311,41.30818,1.28349,Bearish,2023,3,9,38,0,41.9066,40.62311,40.30224,39.98136,39.33962,38.46685,42.31732
2023-09-25,Monday,41.23645,41.68343,39.87987,40.6732,1.80356,Bearish,2023,3,9,39,0,41.68343,39.87987,39.42898,38.97809,38.07631,36.84989,42.26057
2023-10-02,Monday,43.18367,43.8858,42.66418,43.70842,1.22162,Bullish,2023,4,10,40,0,42.66418,43.8858,44.19121,44.49661,45.10742,45.93812,42.27326
2023-10-09,Monday,36.37337,37.3716,35.24776,36.7266,2.12384,Bullish,2023,4,10,41,0,35.24776,37.3716,37.90256,38.43352,39.49544,40.93965,34.56813
2023-10-16,Monday,36.15736,36.79375,35.50124,36.6193,1.29251,Bullish,2023,4,10,42,0,35.50124,36.79375,37.11688,37.44,38.08626,38.96517,35.08764
2023-10-23,Monday,34.1525,34.62472,33.78876,34.62472,0.83596,Bullish,2023,4,10,43,0,33.78876,34.62472,34.83371,35.0427,35.46068,36.02913,33.52125
2023-10-30,Monday,37.23981,37.56538,36.82808,37.56538,0.7373,Bullish,2023,4,10,44,0,36.82808,37.56538,37.7497,37.93403,38.30268,38.80404,36.59214
2023-11-06,Monday,31.42331,31.65132,31.24316,31.65132,0.40816,Bullish,2023,4,11,45,0,31.24316,31.65132,31.75336,31.8554,32.05948,32.33703,31.11255
2023-11-13,Monday,33.35122,34.51043,32.93537,33.15215,1.57505,Bearish,2023,4,11,46,0,34.51043,32.93537,32.54161,32.14784,31.36032,30.28929,35.01445
2023-11-20,Monday,29.51066,30.26513,29.08675,29.23783,1.17837,Bearish,2023,4,11,47,0,30.26513,29.08675,28.79216,28.49756,27.90838,27.10709,30.64221
2023-11-27,Monday,29.73362,30.02328,29.46336,29.92001,0.55992,Bullish,2023,4,11,48,0,29.46336,30.02328,30.16326,30.30324,30.5832,30.96395,29.28419
2023-12-04,Monday,30.43633,31.17975,29.5127,29.5127,1.66705,Bearish,2023,4,12,49,0,31.17975,29.5127,29.09594,28.67917,27.84565,26.71206,31.71321
2023-12-11,Monday,25.03677,25.6132,24.46928,25.6132,1.14392,Bullish,2023,4,12,50,0,24.46928,25.6132,25.89918,26.18516,26.75712,27.53499,24.10323
2023-12-18,Monday,28.4187,28.74633,28.25536,28.55276,0.49098,Bullish,2023,4,12,51,0,28.25536,28.74633,28.86907,28.99182,29.23731,29.57118,28.09825
2023-12-25,Monday,21.68617,21.94558,21.10775,21.47376,0.83784,Bearish,2023,4,12,52,0,21.94558,21.10775,20.89829,20.68883,20.26991,19.70018,22.21369
2024-01-01,Monday,25.0605,25.30687,24.76454,25.19302,0.54233,Bullish,2024,1,1,1,0,24.76454,25.30687,25.44245,25.57803,25.8492,26.21798,24.59099
2024-01-08,Monday,21.1423,21.33468,20.95229,20.95229,0.38239,Bearish,2024,1,1,2,0,21.33468,20.95229,20.85669,20.7611,20.5699,20.30987,21.45704
2024-01-15,Monday,24.95195,25.23295,24.80459,24.80459,0.42836,Bearish,2024,1,1,3,0,25.23295,24.80459,24.6975,24.59041,24.37623,24.08495,25.37003
2024-01-22,Monday,18.27033,18.76747,18.04884,18.41306,0.71862,Bullish,2024,1,1,4,0,18.04884,18.76747,18.94712,19.12678,19.48609,19.97475,17.81888
2024-01-29,Monday,24.66594,24.86359,24.3572,24.86359,0.50639,Bullish,2024,1,1,5,0,24.3572,24.86359,24.99019,25.11679,25.36998,25.71433,24.19516
2024-02-05,Monday,22.61121,23.35353,22.06194,23.35353,1.29159,Bullish,2024,1,2,6,0,22.06194,23.35353,23.67643,23.99932,24.64512,25.5234,21.64863
2024-02-12,Monday,20.93109,21.56892,20.23174,21.37961,1.33718,Bullish,2024,1,2,7,0,20.23174,21.56892,21.90321,22.23751,22.9061,23.81538,19.80384
2024-02-19,Monday,24.40482,25.04964,23.50968,24.76477,1.53996,Bullish,2024,1,2,8,0,23.50968,25.04964,25.43463,25.81962,26.5896,27.63677,23.01689
2024-02-26,Monday,20.09269,20.75221,19.43623,20.75221,1.31599,Bullish,2024,1,2,9,0,19.43623,20.75221,21.08121,21.41021,22.0682,22.96307,19.01511
2024-03-04,Monday,15.48537,15.59428,15.23302,15.57075,0.36126,Bullish,2024,1,3,10,0,15.23302,15.59428,15.68459,15.77491,15.95554,16.2012,15.11742
2024-03-11,Monday,18.19598,18.42655,18.08018,18.08018,0.34637,Bearish,2024,1,3,11,0,18.42655,18.08018,17.99359,17.90699,17.73381,17.49828,18.53739
2024-03-18,Monday,18.15135,18.62404,17.44118,17.44118,1.18286,Bearish,2024,1,3,12,0,18.62404,17.44118,17.14546,16.84975,16.25832,15.45398,19.00256
2024-03-25,Monday,19.66658,20.15195,19.33567,19.79078,0.81628,Bullish,2024,1,3,13,0,19.33567,20.15195,20.35602,20.56009,20.96823,21.5233,19.07446
2024-04-01,Monday,17.83338,18.22651,17.49802,18.22651,0.72849,Bullish,2024,2,4,14,0,17.49802,18.22651,18.40863,18.59076,18.955,19.45037,17.2649
2024-04-08,Monday,19.77436,19.86823,19.5759,19.85135,0.29233,Bullish,2024,2,4,15,0,19.5759,19.86823,19.94131,20.0144,20.16056,20.35934,19.48235
2024-04-15,Monday,22.5366,23.03657,21.8197,21.8197,1.21687,Bearish,2024,2,4,16,0,23.03657,21.8197,21.51548,21.21127,20.60283,19.77536,23.42597
2024-04-22,Monday,19.8097,20.15804,19.52661,20.15804,0.63143,Bullish,2024,2,4,17,0,19.52661,20.15804,20.3159,20.47376,20.78947,21.21884,19.32455
2024-04-29,Monday,21.13189,21.36861,20.56742,20.56742,0.80119,Bearish,2024,2,4,18,0,21.36861,20.56742,20.36712,20.16682,19.76623,19.22142,21.62499
2024-05-06,Monday,18.7078,19.39253,18.23559,18.23559,1.15694,Bearish,2024,2,5,19,0,19.39253,18.23559,17.94635,17.65712,17.07865,16.29193,19.76275
2024-05-13,Monday,22.02238,22.36812,21.6398,22.36812,0.72832,Bullish,2024,2,5,20,0,21.6398,22.36812,22.5502,22.73228,23.09644,23.5917,21.40674
2024-05-20,Monday,23.35839,23.81481,22.82864,23.73513,0.98617,Bullish,2024,2,5,21,0,22.82864,23.81481,24.06135,24.3079,24.80098,25.47158,22.51307
2024-05-27,Monday,25.88029,26.14171,25.62765,26.14171,0.51406,Bullish,2024,2,5,22,0,25.62765,26.14171,26.27022,26.39874,26.65577,27.00533,25.46315
2024-06-03,Monday,28.63746,29.01664,28.02313,28.02313,0.99351,Bearish,2024,2,6,23,0,29.01664,28.02313,27.77475,27.52637,27.02962,26.35403,29.33456
2024-06-10,Monday,23.94307,24.14137,23.6754,23.73233,0.46597,Bearish,2024,2,6,24,0,24.14137,23.6754,23.55891,23.44242,23.20943,22.89257,24.29048
2024-06-17,Monday,23.76272,23.97796,23.54565,23.93663,0.43231,Bullish,2024,2,6,25,0,23.54565,23.97796,24.08604,24.19412,24.41027,24.70424,23.40731
2024-06-24,Monday,26.15689,26.71992,25.92987,25.95034,0.79004,Bearish,2024,2,6,26,0,26.71992,25.92987,25.73236,25.53485,25.13983,24.6026,26.97273
2024-07-01,Monday,29.80369,29.99526,29.6559,29.99526,0.33936,Bullish,2024,3,7,27,0,29.6559,29.99526,30.0801,30.16494,30.33462,30.56538,29.5473
2024-07-08,Monday,27.60402,27.89971,27.40695,27.89124,0.49276,Bullish,2024,3,7,28,0,27.40695,27.89971,28.0229,28.14609,28.39247,28.72755,27.24927
2024-07-15,Monday,30.85157,31.62402,30.34455,31.22355,1.27948,Bullish,2024,3,7,29,0,30.34455,31.62402,31.94389,32.26376,32.9035,33.77355,29.93512
2024-07-22,Monday,30.30001,30.73311,29.5441,30.04446,1.18901,Bearish,2024,3,7,30,0,30.73311,29.5441,29.24685,28.94959,28.35509,27.54656,31.11359
2024-07-29,Monday,30.87886,31.10263,30.37799,30.50615,0.72464,Bearish,2024,3,7,31,0,31.10263,30.37799,30.19683,30.01567,29.65335,29.16059,31.33451
2024-08-05,Monday,30.15672,30.60215,29.02712,29.41999,1.57504,Bearish,2024,3,8,32,0,30.60215,29.02712,28.63336,28.2396,27.45208,26.38105,31.10616
2024-08-12,Monday,35.80863,36.48863,35.19519,35.19519,1.29344,Bearish,2024,3,8,33,0,36.48863,35.19519,34.87183,34.54847,33.90175,33.02221,36.90253
2024-08-19,Monday,35.01521,35.51462,34.23458,34.23458,1.28004,Bearish,2024,3,8,34,0,35.51462,34.23458,33.91457,33.59456,32.95454,32.08411,35.92423
2024-08-26,Monday,36.95999,37.45451,36.36798,36.4406,1.08653,Bearish,2024,3,8,35,0,37.45451,36.36798,36.09635,35.82472,35.28145,34.54261,37.8022
2024-09-02,Monday,41.38866,41.8957,40.84795,41.89255,1.04776,Bullish,2024,3,9,36,0,40.84795,41.8957,42.15764,42.41958,42.94346,43.65594,40.51267
2024-09-09,Monday,34.68286,35.04274,34.2387,34.2387,0.80405,Bearish,2024,3,9,37,0,35.04274,34.2387,34.03769,33.83667,33.43465,32.8879,35.30004
2024-09-16,Monday,41.48663,42.94077,40.03805,42.94077,2.90273,Bullish,2024,3,9,38,0,40.03805,42.94077,43.66645,44.39214,45.8435,47.81736,39.10918
2024-09-23,Monday,41.35915,41.99867,40.42303,40.42303,1.57565,Bearish,2024,3,9,39,0,41.99867,40.42303,40.02912,39.6352,38.84738,37.77594,42.50288
2024-09-30,Monday,44.8425,46.36008,43.41136,44.34432,2.94872,Bearish,2024,3,9,40,0,46.36008,43.41136,42.67418,41.937,40.46264,38.45751,47.30367
2024-10-07,Monday,46.87337,48.08313,45.99238,46.09865,2.09075,Bearish,2024,4,10,41,0,48.08313,45.99238,45.46969,44.947,43.90163,42.47992,48.75217
2024-10-14,Monday,53.33957,54.89586,52.05116,52.67322,2.84471,Bearish,2024,4,10,42,0,54.89586,52.05116,51.33998,50.6288,49.20645,47.27205,55.80617
2024-10-21,Monday,46.77181,47.307,46.42326,46.95754,0.88374,Bullish,2024,4,10,43,0,46.42326,47.307,47.52793,47.74887,48.19074,48.79168,46.14046
2024-10-28,Monday,48.13534,48.43013,47.77754,48.22096,0.65258,Bullish,2024,4,10,44,0,47.77754,48.43013,48.59327,48.75642,49.08271,49.52646,47.56871
2024-11-04,Monday,49.73506,50.07004,49.13672,49.13672,0.93332,Bearish,2024,4,11,45,0,50.07004,49.13672,48.90339,48.67006,48.2034,47.56874,50.3687
2024-11-11,Monday,53.87533,54.49451,53.01862,53.03375,1.47589,Bearish,2024,4,11,46,0,54.49451,53.01862,52.64965,52.28067,51.54273,50.53912,54.96679
2024-11-18,Monday,56.34856,56.83478,55.61599,55.61599,1.21879,Bearish,2024,4,11,47,0,56.83478,55.61599,55.31129,55.00659,54.3972,53.56842,57.22479
2024-11-25,Monday,52.17499,52.89442,51.57566,52.67474,1.31876,Bullish,2024,4,11,48,0,51.57566,52.89442,53.22411,53.5538,54.21318,55.10994,51.15366
2024-12-02,Monday,57.191,57.79353,56.17544,57.79353,1.61809,Bullish,2024,4,12,49,0,56.17544,57.79353,58.19805,58.60257,59.41162,60.51192,55.65765
2024-12-09,Monday,59.33465,60.56374,57.76799,59.92717,2.79575,Bullish,2024,4,12,50,0,57.76799,60.56374,61.26268,61.96162,63.35949,65.2606,56.87335
2024-12-16,Monday,57.52283,57.87976,57.20587,57.36674,0.67389,Bearish,2024,4,12,51,0,57.87976,57.20587,57.0374,56.86892,56.53198,56.07373,58.0954
2024-12-23,Monday,59.40953,61.28646,58.47255,61.28646,2.81391,Bullish,2024,4,12,52,0,58.47255,61.28646,61.98994,62.69342,64.10037,66.01383,57.5721
2024-12-30,Monday,59.22589,60.97466,57.98331,58.73996,2.99134,Bearish,2024,4,12,1,0,60.97466,57.98331,57.23548,56.48764,54.99197,52.95786,61.93189
2025-01-06,Monday,66.36041,67.23753,65.27034,65.27034,1.96718,Bearish,2025,1,1,2,0,67.23753,65.27034,64.77855,64.28675,63.30316,61.96548,67.86703
2025-01-13,Monday,65.6765,66.21447,64.98342,65.86728,1.23105,Bullish,2025,1,1,3,0,64.98342,66.21447,66.52223,66.83,67.44552,68.28263,64.58948
2025-01-20,Monday,65.73753,66.73272,64.86846,64.86846,1.86425,Bearish,2025,1,1,4,0,66.73272,64.86846,64.4024,63.93633,63.00421,61.73652,67.32928
2025-01-27,Monday,66.29757,67.53853,64.25104,64.25104,3.28749,Bearish,2025,1,1,5,0,67.53853,64.25104,63.42917,62.6073,60.96355,58.72806,68.59053
2025-02-03,Monday,68.42614,69.10848,67.48635,67.54374,1.62213,Bearish,2025,1,2,6,0,69.10848,67.48635,67.08082,66.67529,65.86422,64.76117,69.62756
2025-02-10,Monday,69.41245,69.74415,69.14987,69.54553,0.59428,Bullish,2025,1,2,7,0,69.14987,69.74415,69.89272,70.04129,70.33843,70.74254,68.9597
2025-02-17,Monday,72.23981,72.91703,71.77995,71.94306,1.13708,Bearish,2025,1,2,8,0,72.91703,71.77995,71.49568,71.21141,70.64287,69.86966,73.2809
2025-02-24,Monday,71.96809,73.94747,71.03433,73.94747,2.91314,Bullish,2025,1,2,9,0,71.03433,73.94747,74.67575,75.40404,76.86061,78.84155,70.10213
2025-03-03,Monday,72.05081,72.33909,71.48369,71.63389,0.8554,Bearish,2025,1,3,10,0,72.33909,71.48369,71.26984,71.05599,70.62829,70.04662,72.61282
2025-03-10,Monday,67.76801,68.45749,66.62588,68.18751,1.83161,Bullish,2025,1,3,11,0,66.62588,68.45749,68.91539,69.3733,70.2891,71.53459,66.03976
2025-03-17,Monday,75.4561,76.03235,74.39967,74.39967,1.63268,Bearish,2025,1,3,12,0,76.03235,74.39967,73.9915,73.58333,72.76699,71.65677,76.55481
2025-03-24,Monday,76.39508,77.343,74.01172,76.82262,3.33128,Bullish,2025,1,3,13,0,74.01172,77.343,78.17582,79.00864,80.67428,82.93955,72.94571
2025-03-31,Monday,77.73985,78.75986,76.7215,78.08445,2.03835,Bullish,2025,1,3,14,0,76.7215,78.75986,79.26945,79.77904,80.79821,82.18429,76.06923
2025-04-07,Monday,74.11745,75.0347,72.85695,74.96645,2.17775,Bullish,2025,2,4,15,0,72.85695,75.0347,75.57914,76.12358,77.21245,78.69332,72.16007
2025-04-14,Monday,76.03867,78.0597,73.17102,73.17102,4.88867,Bearish,2025,2,4,16,0,78.0597,73.17102,71.94885,70.72669,68.28235,64.95805,79.62407
2025-04-21,Monday,71.25598,72.02035,70.81197,72.02035,1.20838,Bullish,2025,2,4,17,0,70.81197,72.02035,72.32244,72.62454,73.22873,74.05043,70.42529
2025-04-28,Monday,80.53091,81.37398,79.43626,81.19186,1.93772,Bullish,2025,2,4,18,0,79.43626,81.37398,81.85841,82.34284,83.3117,84.62935,78.81619
2025-05-05,Monday,80.10377,82.40213,78.22351,82.40213,4.17862,Bullish,2025,2,5,19,0,78.22351,82.40213,83.44679,84.49144,86.58075,89.42221,76.88635
2025-05-12,Monday,81.21474,82.36504,79.98631,80.52146,2.37873,Bearish,2025,2,5,20,0,82.36504,79.98631,79.39163,78.79695,77.60758,75.99004,83.12623
2025-05-19,Monday,79.77687,83.25999,77.38279,83.25999,5.8772,Bullish,2025,2,5,21,0,77.38279,83.25999,84.72929,86.19859,89.13719,93.13369,75.50209
