Date,Directional_Bias,London_High,London_Low,London_Range,Fib_132_Level,Week_High,Week_Low,Violation_Depth,Day_of_Violation,Session_of_Violation,Price_at_Violation,Reaction_4hr_Direction,Reaction_4hr_Magnitude,Rekey_Success
2025-03-03,Bearish,1.12156,1.12367,0.00705,1.12593,1.12593,1.10479,,TBD,TBD,1.12593,TBD,TBD,TBD
2025-03-24,Bearish,1.12636,1.12828,0.00638,1.13032,1.13032,1.11117,,TBD,TBD,1.13032,TBD,TBD,TBD
2025-03-31,Bullish,1.1318,1.13568,0.00555,1.12836,1.141,1.12836,,TBD,TBD,1.12836,TBD,TBD,TBD
2025-04-07,Bearish,1.12454,1.12611,0.00522,1.12778,1.12792,1.11431,0.000140000000000029,TBD,TBD,1.12792,TBD,TBD,TBD
2025-04-14,Bullish,1.13615,1.14716,0.01573,1.1264,1.17358,1.12599,0.00041000000000002146,TBD,TBD,1.12599,TBD,TBD,TBD
2025-04-21,Bearish,1.11172,1.11591,0.01395,1.12037,1.12037,1.088,,TBD,TBD,1.12037,TBD,TBD,TBD
2025-04-28,Bearish,1.13129,1.13256,0.00424,1.13392,1.1343,1.1252,0.00038000000000004697,TBD,TBD,1.1343,TBD,TBD,TBD
2025-05-05,Bearish,1.13777,1.13999,0.0074,1.14236,1.14236,1.12017,,TBD,TBD,1.14236,TBD,TBD,TBD
2025-05-12,Bullish,1.12093,1.12615,0.00747,1.1163,1.13708,1.1163,,TBD,TBD,1.1163,TBD,TBD,TBD
2025-05-19,Bullish,1.11575,1.12022,0.00639,1.1118,1.13095,1.1108,0.0009999999999998899,TBD,TBD,1.1108,TBD,TBD,TBD
2025-06-09,Bullish,1.11017,1.11536,0.00742,1.10557,1.12782,1.10557,,TBD,TBD,1.10557,TBD,TBD,TBD
2025-06-16,Bullish,1.12542,1.13053,0.0073,1.1209,1.14056,1.1209,,TBD,TBD,1.1209,TBD,TBD,TBD
2025-06-23,Bullish,1.10505,1.11184,0.00969,1.09904,1.12813,1.09737,0.0016700000000000603,TBD,TBD,1.09737,TBD,TBD,TBD
2025-06-30,Bearish,1.11076,1.11559,0.01609,1.12073,1.1223,1.07246,0.0015700000000000713,TBD,TBD,1.1223,TBD,TBD,TBD
2025-07-07,Bearish,1.11336,1.11451,0.00383,1.11574,1.11578,1.10424,4.0000000000040004e-05,TBD,TBD,1.11578,TBD,TBD,TBD
2025-07-14,Bullish,1.09836,1.10578,0.0106,1.09178,1.1236,1.09167,0.0001100000000000545,TBD,TBD,1.09167,TBD,TBD,TBD
2025-07-21,Bearish,1.08153,1.08323,0.00566,1.08504,1.08504,1.07244,,TBD,TBD,1.08504,TBD,TBD,TBD
2025-07-28,Bearish,1.10095,1.10254,0.00528,1.10423,1.10443,1.0884,0.00019999999999997797,TBD,TBD,1.10443,TBD,TBD,TBD
2025-08-04,Bullish,1.09142,1.10069,0.01325,1.0832,1.12296,1.0832,,TBD,TBD,1.0832,TBD,TBD,TBD
2025-08-11,Bearish,1.08882,1.09121,0.00796,1.09375,1.09375,1.06987,,TBD,TBD,1.09375,TBD,TBD,TBD
2025-09-01,Bearish,1.08119,1.0831,0.00636,1.08514,1.08514,1.06605,,TBD,TBD,1.08514,TBD,TBD,TBD
2025-09-15,Bearish,1.07542,1.07708,0.00555,1.07886,1.0798,1.068,0.0009400000000001629,TBD,TBD,1.0798,TBD,TBD,TBD
2025-09-22,Bullish,1.09023,1.09421,0.00569,1.08671,1.10376,1.08671,,TBD,TBD,1.08671,TBD,TBD,TBD
2025-09-29,Bullish,1.09197,1.10492,0.0185,1.0805,1.13599,1.0805,,TBD,TBD,1.0805,TBD,TBD,TBD
2025-10-06,Bullish,1.09085,1.09428,0.00489,1.08782,1.10249,1.08719,0.0006299999999999084,TBD,TBD,1.08719,TBD,TBD,TBD
2025-10-13,Bearish,1.08615,1.08777,0.0054,1.0895,1.0895,1.07331,,TBD,TBD,1.0895,TBD,TBD,TBD
2025-10-20,Bearish,1.10457,1.10606,0.00496,1.10765,1.10765,1.09276,,TBD,TBD,1.10765,TBD,TBD,TBD
2025-11-03,Bearish,1.09933,1.10369,0.01455,1.10835,1.10835,1.06469,,TBD,TBD,1.10835,TBD,TBD,TBD
2025-11-17,Bullish,1.0998,1.10398,0.00597,1.09609,1.11401,1.09609,,TBD,TBD,1.09609,TBD,TBD,TBD
2025-11-24,Bullish,1.1058,1.11039,0.00656,1.10173,1.12142,1.10173,,TBD,TBD,1.10173,TBD,TBD,TBD
2025-12-01,Bearish,1.10523,1.10729,0.00689,1.1095,1.1103,1.08882,0.0008000000000001339,TBD,TBD,1.1103,TBD,TBD,TBD
SUMMARY,,,,,,,,,,,,,,
Total Sessions Analyzed,313,,,,,,,,,,,,,
Total 132% Violations,221,,,,,,,,,,,,,
Violation Rate,0.7060702875399361,,,,,,,,,,,,,
Average Violation Depth,0.0003760180995475121,,,,,,,,,,,,,
Bullish Violations,97,,,,,,,,,,,,,
Bearish Violations,124,,,,,,,,,,,,,
