date,state,bias_direction,regime,regime_ratio,asian_range_pips,predicted_mfe,actual_mfe,deviation,pathway,target_hit,target_hit_time,required_loops,time_pressure_ratio,direction_correct
2024-01-16,EXHAUSTION,SHORT,FAILED,1.372,38.4,18.44,82.4,63.96,GEAR_SHIFT,True,02:25,0.0,60.0,1
2024-01-22,EXHAUSTION,SHORT,FAILED,1.094,25.5,9.76,9.9,0.14,BASELINE,True,13:25,0.0,60.0,1
2024-01-26,9/9_LOCK,SHORT,CONFIRMED,5.172,12.2,47.32,28.4,18.92,POST_12PM_FADE,True,00:00,0.0,60.0,0
2024-01-29,9/9_LOCK,SHORT,CONFIRMED,3.102,11.8,27.45,33.9,6.45,GEAR_SHIFT,True,09:55,0.0,60.0,1
2024-01-31,EXHAUSTION,SHORT,FAILED,1.072,32.1,12.04,39.6,27.56,GEAR_SHIFT,True,00:00,0.0,60.0,0
2024-02-01,9/9_LOCK,SHORT,CONFIRMED,1.683,19.9,25.12,37.9,12.78,GEAR_SHIFT,True,00:00,0.0,60.0,0
2024-02-02,EXHAUSTION,LONG,FAILED,1.303,18.5,8.44,26.0,17.56,GEAR_SHIFT,True,01:10,0.0,60.0,0
2024-02-05,9/9_LOCK,SHORT,CONFIRMED,2.074,18.9,29.4,49.7,20.3,GEAR_SHIFT,True,00:55,0.0,60.0,1
2024-02-06,9/9_LOCK,LONG,CONFIRMED,2.303,16.5,28.5,19.8,8.7,MIDPOINT_STALL,True,03:10,0.0,60.0,0
2024-02-12,EXHAUSTION,LONG,FAILED,1.174,36.2,14.87,30.5,15.63,GEAR_SHIFT,True,00:35,0.0,60.0,0
2024-02-16,EXHAUSTION,LONG,FAILED,1.119,19.3,7.56,8.0,0.44,BASELINE,True,13:35,0.0,60.0,0
2024-02-22,9/9_LOCK,LONG,CONFIRMED,2.257,24.5,41.47,70.1,28.63,GEAR_SHIFT,True,02:15,0.0,60.0,0
2024-02-29,9/9_LOCK,LONG,CONFIRMED,2.051,13.8,21.23,16.3,4.93,POST_12PM_FADE,True,00:35,0.0,60.0,1
2024-03-01,EXHAUSTION,LONG,FAILED,1.0,24.0,8.4,19.8,11.4,GEAR_SHIFT,True,02:50,0.0,60.0,0
2024-03-11,EXHAUSTION,LONG,FAILED,0.718,20.6,5.18,22.1,16.92,GEAR_SHIFT,True,00:00,0.0,60.0,0
2024-03-25,EXHAUSTION,LONG,FAILED,0.826,20.1,5.81,30.8,24.99,GEAR_SHIFT,True,04:20,0.0,60.0,1
2024-03-28,9/9_LOCK,SHORT,CONFIRMED,2.559,20.2,38.77,52.8,14.03,GEAR_SHIFT,True,01:00,0.0,60.0,1
2024-03-29,EXHAUSTION,SHORT,FAILED,1.015,20.3,7.21,20.6,13.39,GEAR_SHIFT,True,04:00,0.0,60.0,0
2024-04-01,EXHAUSTION,SHORT,FAILED,0.845,14.8,4.38,13.6,9.22,DELAYED_RESOLVER,True,13:15,0.0,60.0,1
2024-04-12,9/9_LOCK,SHORT,CONFIRMED,3.774,18.6,52.65,95.2,42.55,GEAR_SHIFT,True,06:15,0.0,60.0,1
2024-04-15,EXHAUSTION,LONG,FAILED,0.521,29.0,5.29,39.0,33.71,GEAR_SHIFT,True,00:05,0.0,60.0,1
2024-04-19,EXHAUSTION,LONG,FAILED,1.017,34.6,12.32,32.2,19.88,GEAR_SHIFT,True,10:05,0.0,60.0,1
2024-04-22,EXHAUSTION,SHORT,FAILED,0.774,28.3,7.67,26.1,18.43,GEAR_SHIFT,True,00:05,0.0,60.0,1
2024-04-24,9/9_LOCK,SHORT,CONFIRMED,1.694,14.7,18.68,23.2,4.52,GEAR_SHIFT,True,09:10,0.0,60.0,1
2024-04-26,9/9_LOCK,LONG,CONFIRMED,2.371,13.2,23.47,23.3,0.17,BASELINE,True,09:30,0.0,60.0,0
2024-04-30,9/9_LOCK,SHORT,CONFIRMED,2.146,21.2,34.12,30.7,3.42,MIDPOINT_STALL,True,02:55,0.0,60.0,1
2024-05-02,9/9_LOCK,LONG,CONFIRMED,2.051,15.8,24.3,18.9,5.4,MIDPOINT_STALL,True,00:10,0.0,60.0,0
2024-05-03,EXHAUSTION,LONG,FAILED,1.347,17.3,8.16,87.9,79.74,GEAR_SHIFT,True,01:15,0.0,60.0,1
2024-05-16,EXHAUSTION,SHORT,FAILED,1.022,18.5,6.62,29.5,22.88,GEAR_SHIFT,True,00:10,0.0,60.0,1
2024-05-23,9/9_LOCK,SHORT,CONFIRMED,2.813,12.8,27.0,10.2,16.8,MIDPOINT_STALL,True,10:15,0.0,60.0,0
2024-06-03,9/9_LOCK,SHORT,CONFIRMED,1.873,16.5,23.18,15.8,7.38,POST_12PM_FADE,True,11:00,0.0,60.0,0
2024-06-04,9/9_LOCK,SHORT,CONFIRMED,2.701,17.7,35.86,45.1,9.24,GEAR_SHIFT,True,00:05,0.0,60.0,1
2024-06-10,EXHAUSTION,SHORT,FAILED,0.885,40.0,12.39,10.2,2.19,BASELINE,True,13:40,0.0,60.0,1
2024-06-12,9/9_LOCK,LONG,CONFIRMED,2.775,8.9,18.52,96.6,78.08,GEAR_SHIFT,True,01:00,0.0,60.0,1
2024-06-14,9/9_LOCK,SHORT,CONFIRMED,5.857,11.2,49.2,69.7,20.5,GEAR_SHIFT,True,00:00,0.0,60.0,1
2024-06-17,9/9_LOCK,SHORT,CONFIRMED,1.752,16.1,21.16,11.9,9.26,POST_12PM_FADE,True,00:00,0.0,60.0,0
2024-06-19,9/9_LOCK,SHORT,CONFIRMED,3.806,7.2,20.55,14.8,5.75,MIDPOINT_STALL,True,00:00,0.0,60.0,0
2024-06-28,EXHAUSTION,LONG,FAILED,0.949,25.5,8.47,16.0,7.53,GEAR_SHIFT,True,03:05,0.0,60.0,0
2024-07-01,EXHAUSTION,LONG,FAILED,0.762,38.6,10.29,43.2,32.91,GEAR_SHIFT,True,00:00,0.0,60.0,1
2024-07-18,EXHAUSTION,SHORT,FAILED,1.34,9.4,4.41,32.0,27.59,GEAR_SHIFT,True,03:55,0.0,60.0,1
2024-07-23,9/9_LOCK,SHORT,CONFIRMED,3.088,11.3,26.17,44.9,18.73,GEAR_SHIFT,True,00:00,0.0,60.0,1
2024-07-24,9/9_LOCK,SHORT,CONFIRMED,2.256,12.5,21.15,28.1,6.95,GEAR_SHIFT,True,01:00,0.0,60.0,0
2024-07-25,9/9_LOCK,LONG,CONFIRMED,3.352,9.1,22.88,19.3,3.58,MIDPOINT_STALL,True,01:05,0.0,60.0,0
2024-07-29,9/9_LOCK,SHORT,CONFIRMED,1.896,19.2,27.3,41.7,14.4,GEAR_SHIFT,True,10:25,0.0,60.0,1
2024-07-31,EXHAUSTION,SHORT,FAILED,1.317,21.8,10.05,8.6,1.45,BASELINE,True,00:00,0.0,60.0,0
2024-08-01,9/9_LOCK,SHORT,CONFIRMED,3.818,13.7,39.23,47.9,8.67,GEAR_SHIFT,True,02:45,0.0,60.0,1
2024-08-06,9/9_LOCK,SHORT,CONFIRMED,2.637,19.3,38.17,48.2,10.03,GEAR_SHIFT,True,00:00,0.0,60.0,1
2024-08-08,EXHAUSTION,LONG,FAILED,1.291,18.9,8.54,23.3,14.76,GEAR_SHIFT,True,01:40,0.0,60.0,0
2024-08-21,EXHAUSTION,SHORT,FAILED,1.162,16.0,6.51,19.7,13.19,GEAR_SHIFT,True,00:00,0.0,60.0,1
2024-08-22,9/9_LOCK,SHORT,CONFIRMED,2.136,17.6,28.2,37.0,8.8,GEAR_SHIFT,True,00:00,0.0,60.0,1
2024-08-30,9/9_LOCK,LONG,CONFIRMED,1.636,13.2,16.2,17.7,1.5,BASELINE,True,02:05,0.0,60.0,0
2024-09-03,9/9_LOCK,SHORT,CONFIRMED,1.825,18.9,25.87,38.2,12.33,GEAR_SHIFT,True,00:00,0.0,60.0,1
2024-09-04,EXHAUSTION,LONG,FAILED,0.699,22.9,5.6,19.6,14.0,GEAR_SHIFT,True,02:20,0.0,60.0,1
2024-09-09,9/9_LOCK,SHORT,CONFIRMED,2.378,16.4,29.25,42.7,13.45,GEAR_SHIFT,True,08:10,0.0,60.0,1
2024-09-16,EXHAUSTION,LONG,FAILED,0.96,35.1,11.79,63.4,51.61,GEAR_SHIFT,True,01:20,0.0,60.0,1
2024-09-17,9/9_LOCK,SHORT,CONFIRMED,2.877,10.6,22.87,20.7,2.17,BASELINE,True,01:00,0.0,60.0,1
2024-09-18,EXHAUSTION,LONG,FAILED,1.312,18.9,8.68,26.5,17.82,GEAR_SHIFT,True,01:50,0.0,60.0,1
2024-09-19,EXHAUSTION,LONG,FAILED,1.061,55.5,20.61,60.4,39.79,GEAR_SHIFT,True,09:00,0.0,60.0,1
2024-09-20,9/9_LOCK,LONG,CONFIRMED,2.438,12.1,22.12,20.6,1.52,BASELINE,True,06:00,0.0,60.0,0
2024-09-24,9/9_LOCK,LONG,CONFIRMED,2.957,14.1,31.27,36.8,5.53,POST_12PM_FADE,True,00:20,0.0,60.0,1
2024-09-27,9/9_LOCK,SHORT,CONFIRMED,3.373,15.3,38.71,52.0,13.29,GEAR_SHIFT,True,03:05,0.0,60.0,0
2024-09-30,9/9_LOCK,LONG,CONFIRMED,1.917,27.6,39.68,62.8,23.12,GEAR_SHIFT,True,00:00,0.0,60.0,1
2024-10-01,9/9_LOCK,SHORT,CONFIRMED,3.722,16.2,45.22,76.2,30.98,GEAR_SHIFT,True,00:00,0.0,60.0,1
2024-10-04,EXHAUSTION,SHORT,FAILED,1.091,14.3,5.46,71.4,65.94,GEAR_SHIFT,True,06:15,0.0,60.0,1
2024-10-08,EXHAUSTION,LONG,FAILED,0.865,21.5,6.51,31.1,24.59,GEAR_SHIFT,True,00:05,0.0,60.0,1
2024-10-15,9/9_LOCK,SHORT,CONFIRMED,1.634,19.1,23.41,23.7,0.29,BASELINE,True,05:30,0.0,60.0,0
2024-10-16,9/9_LOCK,SHORT,CONFIRMED,1.601,13.8,16.57,12.8,3.77,MIDPOINT_STALL,True,02:50,0.0,60.0,0
2024-10-22,9/9_LOCK,LONG,CONFIRMED,2.833,8.4,17.85,22.8,4.95,GEAR_SHIFT,True,00:15,0.0,60.0,0
2024-10-24,9/9_LOCK,SHORT,CONFIRMED,2.554,14.8,28.35,11.1,17.25,POST_12PM_FADE,True,10:15,0.0,60.0,0
2024-10-28,9/9_LOCK,LONG,CONFIRMED,2.01,19.5,29.4,33.1,3.7,POST_12PM_FADE,True,01:45,0.0,60.0,1
2024-10-31,9/9_LOCK,LONG,CONFIRMED,1.806,16.0,21.67,32.2,10.53,GEAR_SHIFT,True,02:05,0.0,60.0,1
2024-11-04,EXHAUSTION,LONG,FAILED,0.769,35.1,9.45,36.3,26.85,GEAR_SHIFT,True,03:35,0.0,60.0,1
2024-11-07,EXHAUSTION,LONG,FAILED,0.872,35.1,10.71,90.2,79.49,GEAR_SHIFT,True,02:05,0.0,60.0,1
2024-11-08,EXHAUSTION,SHORT,FAILED,1.263,28.9,12.78,59.7,46.92,GEAR_SHIFT,True,01:55,0.0,60.0,1
2024-11-11,9/9_LOCK,SHORT,CONFIRMED,2.887,23.1,50.02,76.3,26.28,GEAR_SHIFT,True,09:35,0.0,60.0,1
2024-11-12,EXHAUSTION,SHORT,FAILED,1.147,25.2,10.12,44.0,33.88,GEAR_SHIFT,True,04:00,0.0,60.0,1
2024-11-13,9/9_LOCK,SHORT,CONFIRMED,2.261,19.9,33.75,44.1,10.35,GEAR_SHIFT,True,01:30,0.0,60.0,1
2024-11-15,9/9_LOCK,LONG,CONFIRMED,2.076,22.4,34.88,62.8,27.92,GEAR_SHIFT,True,03:15,0.0,60.0,1
2024-11-18,EXHAUSTION,LONG,FAILED,1.372,28.2,13.54,45.7,32.16,GEAR_SHIFT,True,01:00,0.0,60.0,1
2024-11-19,9/9_LOCK,SHORT,CONFIRMED,4.0,18.2,54.6,74.7,20.1,GEAR_SHIFT,True,01:00,0.0,60.0,1
2024-11-20,9/9_LOCK,SHORT,CONFIRMED,2.316,23.1,40.12,71.4,31.28,GEAR_SHIFT,True,06:25,0.0,60.0,1
2024-11-26,EXHAUSTION,LONG,FAILED,0.676,75.6,17.89,51.6,33.71,GEAR_SHIFT,True,11:10,0.0,60.0,1
2024-11-27,9/9_LOCK,LONG,CONFIRMED,2.932,22.2,48.82,97.4,48.58,GEAR_SHIFT,True,00:15,0.0,60.0,1
2024-11-28,EXHAUSTION,SHORT,FAILED,1.318,22.0,10.15,38.3,28.15,GEAR_SHIFT,True,02:00,0.0,60.0,1
2024-11-29,9/9_LOCK,LONG,CONFIRMED,1.523,29.8,34.04,49.5,15.46,GEAR_SHIFT,True,00:45,0.0,60.0,1
2024-12-02,EXHAUSTION,SHORT,FAILED,0.743,55.3,14.38,80.5,66.12,GEAR_SHIFT,True,01:25,0.0,60.0,1
2024-12-04,EXHAUSTION,LONG,FAILED,1.449,32.1,16.28,22.4,6.12,GEAR_SHIFT,True,07:25,0.0,60.0,0
2024-12-05,EXHAUSTION,LONG,FAILED,1.126,22.3,8.79,81.7,72.91,GEAR_SHIFT,True,01:20,0.0,60.0,1
2024-12-11,9/9_LOCK,SHORT,CONFIRMED,2.196,18.9,31.13,40.4,9.27,GEAR_SHIFT,True,00:00,0.0,60.0,1
2024-12-12,9/9_LOCK,LONG,CONFIRMED,1.952,18.8,27.52,37.9,10.38,GEAR_SHIFT,True,01:00,0.0,60.0,1
2024-12-13,9/9_LOCK,SHORT,CONFIRMED,1.744,24.6,32.18,12.1,20.08,MIDPOINT_STALL,True,06:00,0.0,60.0,0
2024-12-19,EXHAUSTION,LONG,FAILED,1.018,44.1,15.71,70.5,54.79,GEAR_SHIFT,True,02:10,0.0,60.0,1
2024-12-20,9/9_LOCK,SHORT,CONFIRMED,4.46,12.4,41.48,15.8,25.68,POST_12PM_FADE,True,08:05,0.0,60.0,0
2024-12-23,9/9_LOCK,SHORT,CONFIRMED,2.445,22.7,41.63,45.2,3.57,MIDPOINT_STALL,True,00:00,0.0,60.0,1
2024-12-30,9/9_LOCK,SHORT,CONFIRMED,3.057,14.1,32.33,46.8,14.47,GEAR_SHIFT,True,05:10,0.0,60.0,1
2024-12-31,EXHAUSTION,LONG,FAILED,1.407,17.7,8.72,17.4,8.68,GEAR_SHIFT,True,03:25,0.0,60.0,0
2025-01-02,9/9_LOCK,SHORT,CONFIRMED,1.837,31.9,43.95,49.7,5.75,BASELINE,True,12:30,0.0,60.0,1
2025-01-03,9/9_LOCK,LONG,CONFIRMED,1.805,19.0,25.72,45.3,19.58,GEAR_SHIFT,True,00:15,0.0,60.0,1
2025-01-06,9/9_LOCK,LONG,CONFIRMED,5.04,24.8,93.74,134.8,41.06,GEAR_SHIFT,True,03:15,0.0,60.0,1
2025-01-07,EXHAUSTION,LONG,FAILED,1.402,27.1,13.3,44.8,31.5,GEAR_SHIFT,True,07:30,0.0,60.0,1
2025-01-09,9/9_LOCK,SHORT,CONFIRMED,2.036,16.8,25.65,34.7,9.05,GEAR_SHIFT,True,00:00,0.0,60.0,1
2025-01-10,9/9_LOCK,SHORT,CONFIRMED,1.563,19.7,23.09,86.7,63.61,GEAR_SHIFT,True,02:20,0.0,60.0,1
2025-01-15,9/9_LOCK,SHORT,CONFIRMED,1.937,15.8,22.95,21.0,1.95,BASELINE,True,00:00,0.0,60.0,0
2025-01-16,EXHAUSTION,SHORT,FAILED,1.057,19.2,7.1,28.2,21.1,GEAR_SHIFT,True,00:00,0.0,60.0,1
2025-01-20,EXHAUSTION,LONG,FAILED,0.663,40.6,9.42,161.9,152.48,GEAR_SHIFT,True,00:45,0.0,60.0,1
2025-01-21,EXHAUSTION,SHORT,FAILED,0.536,83.0,15.57,74.4,58.83,GEAR_SHIFT,True,02:50,0.0,60.0,1
2025-01-23,9/9_LOCK,SHORT,CONFIRMED,1.594,19.2,22.95,18.8,4.15,MIDPOINT_STALL,True,00:00,0.0,60.0,0
2025-01-24,9/9_LOCK,LONG,CONFIRMED,1.595,42.5,50.84,99.7,48.86,GEAR_SHIFT,True,04:10,0.0,60.0,1
2025-01-27,9/9_LOCK,SHORT,CONFIRMED,2.146,30.1,48.45,22.1,26.35,POST_12PM_FADE,True,01:45,0.0,60.0,0
2025-01-31,9/9_LOCK,LONG,CONFIRMED,1.874,25.4,35.7,24.3,11.4,MIDPOINT_STALL,True,01:40,0.0,60.0,0
2025-02-05,9/9_LOCK,LONG,CONFIRMED,3.325,16.9,42.14,51.8,9.66,GEAR_SHIFT,True,03:05,0.0,60.0,1
2025-02-06,9/9_LOCK,SHORT,CONFIRMED,1.803,20.3,27.45,49.6,22.15,GEAR_SHIFT,True,02:20,0.0,60.0,1
2025-02-12,9/9_LOCK,LONG,CONFIRMED,2.109,13.7,21.67,24.7,3.03,MIDPOINT_STALL,True,01:10,0.0,60.0,0
2025-02-14,9/9_LOCK,LONG,CONFIRMED,1.662,21.6,26.92,50.4,23.48,GEAR_SHIFT,True,09:05,0.0,60.0,1
2025-02-17,EXHAUSTION,SHORT,FAILED,1.109,22.1,8.58,17.6,9.02,GEAR_SHIFT,True,10:00,0.0,60.0,1
2025-02-18,EXHAUSTION,SHORT,FAILED,0.428,34.1,5.11,42.2,37.09,GEAR_SHIFT,True,00:00,0.0,60.0,1
2025-02-19,9/9_LOCK,LONG,CONFIRMED,2.591,16.4,31.87,16.0,15.87,MIDPOINT_STALL,True,00:30,0.0,60.0,0
2025-02-24,EXHAUSTION,SHORT,FAILED,0.765,68.9,18.45,6.7,11.75,BASELINE,False,,0.0,60.0,0
2025-02-26,EXHAUSTION,SHORT,FAILED,0.72,34.6,8.72,37.9,29.18,GEAR_SHIFT,True,04:40,0.0,60.0,1
2025-02-28,EXHAUSTION,LONG,FAILED,1.046,24.1,8.82,18.6,9.78,GEAR_SHIFT,True,03:00,0.0,60.0,1
2025-03-03,9/9_LOCK,SHORT,CONFIRMED,2.872,24.2,52.13,15.3,36.83,POST_12PM_FADE,True,10:20,0.0,60.0,0
2025-03-04,9/9_LOCK,LONG,CONFIRMED,2.589,25.3,49.13,73.3,24.17,GEAR_SHIFT,True,03:20,0.0,60.0,1
2025-03-06,EXHAUSTION,LONG,FAILED,1.16,36.2,14.7,57.1,42.4,GEAR_SHIFT,True,02:00,0.0,60.0,1
2025-03-07,9/9_LOCK,LONG,CONFIRMED,1.511,41.9,47.48,111.9,64.42,GEAR_SHIFT,True,00:20,0.0,60.0,1
2025-03-13,9/9_LOCK,SHORT,CONFIRMED,2.24,15.4,25.87,65.2,39.33,GEAR_SHIFT,True,02:45,0.0,60.0,1
2025-03-14,9/9_LOCK,SHORT,CONFIRMED,3.402,24.1,61.49,21.8,39.69,MIDPOINT_STALL,True,00:00,0.0,60.0,0
2025-03-19,9/9_LOCK,SHORT,CONFIRMED,3.539,17.8,47.25,71.0,23.75,GEAR_SHIFT,True,02:55,0.0,60.0,1
2025-03-20,9/9_LOCK,SHORT,CONFIRMED,4.13,16.9,52.35,87.9,35.55,GEAR_SHIFT,True,08:00,0.0,60.0,1
2025-03-24,EXHAUSTION,LONG,FAILED,1.361,29.4,14.0,45.4,31.4,GEAR_SHIFT,True,01:00,0.0,60.0,0
2025-03-31,EXHAUSTION,SHORT,FAILED,1.084,40.5,15.37,16.1,0.73,BASELINE,True,01:00,0.0,60.0,1
2025-04-01,9/9_LOCK,SHORT,CONFIRMED,2.444,16.0,29.33,36.8,7.47,GEAR_SHIFT,True,08:55,0.0,60.0,1
2025-04-02,EXHAUSTION,SHORT,FAILED,1.343,21.0,9.87,13.1,3.23,GEAR_SHIFT,True,04:15,0.0,60.0,0
2025-04-03,9/9_LOCK,LONG,CONFIRMED,2.008,119.5,179.97,293.7,113.73,GEAR_SHIFT,True,02:25,0.0,60.0,1
2025-04-04,9/9_LOCK,LONG,CONFIRMED,2.315,61.9,107.47,56.1,51.37,MIDPOINT_STALL,True,01:30,0.0,60.0,0
2025-04-07,EXHAUSTION,LONG,FAILED,0.827,121.5,35.17,160.6,125.43,GEAR_SHIFT,True,00:50,0.0,60.0,1
2025-04-08,EXHAUSTION,LONG,FAILED,1.016,79.6,28.31,90.7,62.39,GEAR_SHIFT,True,03:00,0.0,60.0,1
2025-04-09,EXHAUSTION,LONG,FAILED,0.733,125.5,32.2,142.6,110.4,GEAR_SHIFT,True,02:45,0.0,60.0,1
2025-04-10,9/9_LOCK,LONG,CONFIRMED,2.552,46.4,88.81,186.1,97.29,GEAR_SHIFT,True,01:00,0.0,60.0,1
2025-04-14,EXHAUSTION,LONG,FAILED,0.72,99.5,25.07,114.2,89.13,GEAR_SHIFT,True,01:15,0.0,60.0,1
2025-04-15,EXHAUSTION,LONG,FAILED,1.234,47.4,20.47,29.3,8.83,GEAR_SHIFT,True,07:45,0.0,60.0,0
2025-04-16,EXHAUSTION,LONG,FAILED,0.768,70.8,19.03,114.6,95.57,GEAR_SHIFT,True,01:10,0.0,60.0,1
2025-04-17,EXHAUSTION,SHORT,FAILED,0.841,54.1,15.92,63.5,47.58,GEAR_SHIFT,True,03:00,0.0,60.0,1
2025-04-23,EXHAUSTION,LONG,FAILED,0.582,118.1,24.06,19.4,4.66,BASELINE,False,,0.0,60.0,0
2025-04-24,EXHAUSTION,LONG,FAILED,1.262,50.7,22.39,83.4,61.01,GEAR_SHIFT,True,01:00,0.0,60.0,1
2025-04-29,EXHAUSTION,SHORT,FAILED,0.82,47.8,13.72,49.3,35.58,GEAR_SHIFT,True,02:10,0.0,60.0,1
2025-04-30,EXHAUSTION,LONG,FAILED,0.966,40.8,13.79,22.4,8.61,GEAR_SHIFT,True,00:15,0.0,60.0,0
2025-05-05,EXHAUSTION,LONG,FAILED,0.656,54.6,12.54,64.1,51.56,GEAR_SHIFT,True,01:45,0.0,60.0,1
2025-05-06,EXHAUSTION,LONG,FAILED,0.929,47.6,15.48,43.9,28.42,GEAR_SHIFT,True,07:45,0.0,60.0,1
2025-05-07,EXHAUSTION,LONG,FAILED,0.715,49.2,12.31,8.9,3.41,BASELINE,False,,0.0,60.0,0
2025-05-08,EXHAUSTION,SHORT,FAILED,1.078,44.6,16.83,25.5,8.67,GEAR_SHIFT,True,09:20,0.0,60.0,0
2025-05-09,EXHAUSTION,LONG,FAILED,1.119,36.9,14.45,46.0,31.55,GEAR_SHIFT,True,01:30,0.0,60.0,1
2025-05-13,EXHAUSTION,LONG,FAILED,0.755,36.4,9.62,64.5,54.88,GEAR_SHIFT,True,01:00,0.0,60.0,1
2025-05-14,9/9_LOCK,LONG,CONFIRMED,4.588,18.7,64.35,81.5,17.15,GEAR_SHIFT,True,01:00,0.0,60.0,1
2025-05-15,EXHAUSTION,LONG,FAILED,1.138,37.7,15.02,63.6,48.58,GEAR_SHIFT,True,00:05,0.0,60.0,1
2025-05-16,EXHAUSTION,LONG,FAILED,1.071,29.4,11.02,33.1,22.08,GEAR_SHIFT,True,02:40,0.0,60.0,1
2025-05-20,EXHAUSTION,LONG,FAILED,1.078,33.4,12.6,46.4,33.8,GEAR_SHIFT,True,00:05,0.0,60.0,1
2025-05-22,9/9_LOCK,SHORT,CONFIRMED,1.512,34.2,38.78,41.1,2.32,BASELINE,True,02:00,0.0,60.0,1
2025-05-27,9/9_LOCK,SHORT,CONFIRMED,1.898,29.4,41.85,44.2,2.35,BASELINE,True,08:05,0.0,60.0,1
2025-05-28,EXHAUSTION,SHORT,FAILED,1.016,44.5,15.82,27.2,11.38,GEAR_SHIFT,True,05:35,0.0,60.0,1
2025-05-29,EXHAUSTION,LONG,FAILED,0.697,87.0,21.22,68.0,46.78,DELAYED_RESOLVER,True,15:30,0.0,60.0,1
2025-05-30,EXHAUSTION,SHORT,FAILED,0.71,44.2,10.98,51.7,40.72,GEAR_SHIFT,True,04:55,0.0,60.0,1
2025-06-02,9/9_LOCK,LONG,CONFIRMED,1.609,45.3,54.67,93.3,38.63,GEAR_SHIFT,True,01:05,0.0,60.0,1
2025-06-03,EXHAUSTION,SHORT,FAILED,0.94,38.5,12.67,61.8,49.13,GEAR_SHIFT,True,04:35,0.0,60.0,1
2025-06-05,EXHAUSTION,SHORT,FAILED,1.048,26.9,9.87,9.8,0.07,BASELINE,True,08:55,0.0,60.0,0
2025-06-06,EXHAUSTION,SHORT,FAILED,1.306,24.2,11.06,72.4,61.34,GEAR_SHIFT,True,05:10,0.0,60.0,1
2025-06-10,EXHAUSTION,SHORT,FAILED,1.055,49.5,18.28,45.2,26.92,GEAR_SHIFT,True,04:35,0.0,60.0,0
2025-06-12,9/9_LOCK,LONG,CONFIRMED,2.315,45.4,78.83,144.4,65.57,GEAR_SHIFT,True,01:50,0.0,60.0,1
2025-06-13,EXHAUSTION,SHORT,FAILED,0.715,100.4,25.13,86.0,60.87,GEAR_SHIFT,True,03:35,0.0,60.0,1
2025-06-16,9/9_LOCK,LONG,CONFIRMED,2.143,23.8,38.25,78.3,40.05,GEAR_SHIFT,True,00:10,0.0,60.0,1
2025-06-17,EXHAUSTION,LONG,FAILED,1.093,24.8,9.49,20.9,11.41,GEAR_SHIFT,True,07:15,0.0,60.0,0
2025-06-18,EXHAUSTION,LONG,FAILED,0.847,37.2,11.03,43.3,32.27,GEAR_SHIFT,True,03:05,0.0,60.0,1
2025-06-19,EXHAUSTION,SHORT,FAILED,0.877,38.3,11.76,32.5,20.74,GEAR_SHIFT,True,04:05,0.0,60.0,1
2025-06-23,EXHAUSTION,LONG,FAILED,1.266,53.4,23.66,64.6,40.94,GEAR_SHIFT,True,00:10,0.0,60.0,1
2025-06-25,EXHAUSTION,SHORT,FAILED,1.035,31.7,11.48,19.1,7.62,GEAR_SHIFT,True,00:00,0.0,60.0,1
2025-06-27,9/9_LOCK,LONG,CONFIRMED,1.505,28.9,32.62,53.7,21.08,GEAR_SHIFT,True,06:25,0.0,60.0,1
2025-06-30,EXHAUSTION,LONG,FAILED,1.379,26.9,12.98,22.7,9.72,GEAR_SHIFT,True,02:00,0.0,60.0,0
2025-07-02,9/9_LOCK,SHORT,CONFIRMED,1.521,21.9,24.98,59.0,34.02,GEAR_SHIFT,True,00:00,0.0,60.0,1
2025-07-07,9/9_LOCK,SHORT,CONFIRMED,1.973,26.1,38.62,59.0,20.38,GEAR_SHIFT,True,04:40,0.0,60.0,1
2025-07-09,EXHAUSTION,SHORT,FAILED,0.957,28.1,9.41,34.7,25.29,GEAR_SHIFT,True,00:00,0.0,60.0,1
2025-07-10,EXHAUSTION,SHORT,FAILED,0.438,40.2,6.16,30.7,24.54,DELAYED_RESOLVER,True,15:25,0.0,60.0,1
2025-07-16,EXHAUSTION,LONG,FAILED,0.795,24.4,6.79,27.9,21.11,GEAR_SHIFT,True,02:20,0.0,60.0,0
2025-07-17,9/9_LOCK,SHORT,CONFIRMED,1.863,29.2,40.8,77.7,36.9,GEAR_SHIFT,True,03:30,0.0,60.0,1
2025-07-18,EXHAUSTION,LONG,FAILED,0.72,46.8,11.79,72.7,60.91,GEAR_SHIFT,True,01:30,0.0,60.0,1
2025-07-21,EXHAUSTION,LONG,FAILED,1.114,22.0,8.58,45.6,37.02,GEAR_SHIFT,True,00:50,0.0,60.0,1
2025-07-22,9/9_LOCK,LONG,CONFIRMED,2.075,13.4,20.85,20.3,0.55,BASELINE,True,00:25,0.0,60.0,1
2025-07-23,EXHAUSTION,SHORT,FAILED,1.18,25.5,10.53,42.9,32.37,GEAR_SHIFT,True,00:55,0.0,60.0,1
2025-07-24,9/9_LOCK,SHORT,CONFIRMED,1.923,18.2,26.25,36.6,10.35,GEAR_SHIFT,True,03:40,0.0,60.0,0
2025-07-25,EXHAUSTION,LONG,FAILED,1.24,29.2,12.67,17.0,4.33,GEAR_SHIFT,True,01:45,0.0,60.0,0
2025-07-28,9/9_LOCK,SHORT,CONFIRMED,3.76,24.6,69.37,129.5,60.13,GEAR_SHIFT,True,04:50,0.0,60.0,1
