Date,Year,Quarter,Month,Week_Number,Day_of_Week,Session,Session_Open,Session_High,Session_Low,Session_Close,Session_Range,Directional_Bias,Fib_0_Percent,Fib_100_Percent,Fib_Minus_25,Fib_Minus_50,Fib_Minus_100,Fib_Minus_168,Fib_132_Percent,Thursday_Daily_Range,Previous_Day_Minus_25,Previous_Day_Minus_50,Previous_Day_High,Previous_Day_Low
2023-08-14,2023,3,8,33,Monday,Asian,3020.4,3025.03,3020.1,3025.03,4.93,Bullish,3020.1,3025.03,3026.26,3027.5,3029.96,3033.31,3018.52,20.15,3018.53,3021.61,3019.73,3000.05
2023-08-14,2023,3,8,33,Monday,London,3023.96,3034.16,3023.82,3034.16,10.34,Bullish,3023.82,3034.16,3036.74,3039.33,3044.5,3051.53,3020.51,20.15,3018.53,3021.61,3019.73,3000.05
2023-08-14,2023,3,8,33,Monday,NY,3031.22,3038.12,3031.19,3037.96,6.93,Bullish,3031.19,3038.12,3039.85,3041.59,3045.05,3049.76,3028.97,20.15,3018.53,3021.61,3019.73,3000.05
2023-08-15,2023,3,8,33,Tuesday,Asian,3038.74,3043.71,3038.39,3043.71,5.32,Bullish,3038.39,3043.71,3045.04,3046.37,3049.03,3052.65,3036.69,20.15,3036.74,3039.33,3038.12,3020.1
2023-08-15,2023,3,8,33,Tuesday,London,3042.44,3053.0,3042.08,3053.0,10.92,Bullish,3042.08,3053.0,3055.73,3058.46,3063.92,3071.35,3038.59,20.15,3036.74,3039.33,3038.12,3020.1
2023-08-15,2023,3,8,33,Tuesday,NY,3049.4,3057.61,3049.22,3057.49,8.39,Bullish,3049.22,3057.61,3059.71,3061.81,3066.0,3071.71,3046.54,20.15,3036.74,3039.33,3038.12,3020.1
2023-08-16,2023,3,8,33,Wednesday,Asian,3058.94,3064.55,3058.48,3064.47,6.07,Bullish,3058.48,3064.55,3066.07,3067.59,3070.62,3074.75,3056.54,20.15,3055.73,3058.46,3057.61,3038.39
2023-08-16,2023,3,8,33,Wednesday,London,3063.88,3073.56,3063.68,3073.56,9.88,Bullish,3063.68,3073.56,3076.03,3078.5,3083.44,3090.16,3060.52,20.15,3055.73,3058.46,3057.61,3038.39
2023-08-16,2023,3,8,33,Wednesday,NY,3070.58,3079.42,3070.13,3079.42,9.29,Bullish,3070.13,3079.42,3081.74,3084.07,3088.71,3095.03,3067.16,20.15,3055.73,3058.46,3057.61,3038.39
2023-08-17,2023,3,8,33,Thursday,Asian,3080.35,3084.62,3079.91,3084.62,4.71,Bullish,3079.91,3084.62,3085.8,3086.97,3089.33,3092.53,3078.4,20.15,3076.03,3078.5,3079.42,3058.48
2023-08-17,2023,3,8,33,Thursday,London,3083.52,3094.19,3083.37,3094.19,10.82,Bullish,3083.37,3094.19,3096.89,3099.6,3105.01,3112.37,3079.91,20.15,3076.03,3078.5,3079.42,3058.48
2023-08-17,2023,3,8,33,Thursday,NY,3090.55,3100.06,3090.37,3100.06,9.69,Bullish,3090.37,3100.06,3102.48,3104.9,3109.75,3116.34,3087.27,20.15,3076.03,3078.5,3079.42,3058.48
2023-08-18,2023,3,8,33,Friday,Asian,3100.19,3106.16,3099.19,3106.16,6.97,Bullish,3099.19,3106.16,3107.9,3109.64,3113.13,3117.87,3096.96,20.15,3096.89,3099.6,3100.06,3079.91
2023-08-18,2023,3,8,33,Friday,London,3104.61,3114.18,3104.37,3114.18,9.81,Bullish,3104.37,3114.18,3116.63,3119.09,3123.99,3130.66,3101.23,20.15,3096.89,3099.6,3100.06,3079.91
2023-08-18,2023,3,8,33,Friday,NY,3110.78,3119.13,3110.65,3119.1,8.48,Bullish,3110.65,3119.13,3121.25,3123.37,3127.61,3133.38,3107.94,20.15,3096.89,3099.6,3100.06,3079.91
2023-08-21,2023,3,8,34,Monday,Asian,3119.07,3123.7,3118.56,3123.7,5.14,Bullish,3118.56,3123.7,3124.98,3126.27,3128.84,3132.34,3116.92,18.0,3116.63,3119.09,3119.13,3099.19
2023-08-21,2023,3,8,34,Monday,London,3122.64,3132.93,3122.46,3132.32,10.47,Bullish,3122.46,3132.93,3135.55,3138.16,3143.4,3150.52,3119.11,18.0,3116.63,3119.09,3119.13,3099.19
2023-08-21,2023,3,8,34,Monday,NY,3130.13,3137.46,3129.88,3137.18,7.58,Bullish,3129.88,3137.46,3139.36,3141.25,3145.04,3150.19,3127.45,18.0,3116.63,3119.09,3119.13,3099.19
2023-08-22,2023,3,8,34,Tuesday,Asian,3137.66,3141.49,3137.33,3141.49,4.16,Bullish,3137.33,3141.49,3142.53,3143.57,3145.65,3148.48,3136.0,18.0,3135.55,3138.16,3137.46,3118.56
2023-08-22,2023,3,8,34,Tuesday,London,3140.69,3152.9,3140.54,3152.89,12.36,Bullish,3140.54,3152.9,3155.99,3159.08,3165.26,3173.66,3136.58,18.0,3135.55,3138.16,3137.46,3118.56
2023-08-22,2023,3,8,34,Tuesday,NY,3148.16,3157.2,3147.79,3156.8,9.41,Bullish,3147.79,3157.2,3159.55,3161.9,3166.61,3173.01,3144.78,18.0,3135.55,3138.16,3137.46,3118.56
2023-08-23,2023,3,8,34,Wednesday,Asian,3156.91,3163.01,3156.34,3163.01,6.67,Bullish,3156.34,3163.01,3164.68,3166.35,3169.68,3174.22,3154.21,18.0,3155.99,3159.08,3157.2,3137.33
2023-08-23,2023,3,8,34,Wednesday,London,3161.6,3172.22,3161.36,3172.22,10.86,Bullish,3161.36,3172.22,3174.93,3177.65,3183.08,3190.46,3157.88,18.0,3155.99,3159.08,3157.2,3137.33
2023-08-23,2023,3,8,34,Wednesday,NY,3168.29,3176.09,3167.83,3176.06,8.26,Bullish,3167.83,3176.09,3178.16,3180.22,3184.35,3189.97,3165.19,18.0,3155.99,3159.08,3157.2,3137.33
2023-08-24,2023,3,8,34,Thursday,Asian,3176.09,3181.79,3175.7,3181.79,6.09,Bullish,3175.7,3181.79,3183.31,3184.84,3187.88,3192.02,3173.75,18.0,3174.93,3177.65,3176.09,3156.34
2023-08-24,2023,3,8,34,Thursday,London,3180.62,3190.57,3180.23,3189.9,10.34,Bullish,3180.23,3190.57,3193.16,3195.74,3200.91,3207.94,3176.92,18.0,3174.93,3177.65,3176.09,3156.34
2023-08-24,2023,3,8,34,Thursday,NY,3187.24,3193.7,3186.95,3193.63,6.75,Bullish,3186.95,3193.7,3195.39,3197.07,3200.45,3205.04,3184.79,18.0,3174.93,3177.65,3176.09,3156.34
2023-08-25,2023,3,8,34,Friday,Asian,3193.48,3198.7,3193.39,3198.7,5.31,Bullish,3193.39,3198.7,3200.03,3201.35,3204.01,3207.62,3191.69,18.0,3193.16,3195.74,3193.7,3175.7
2023-08-25,2023,3,8,34,Friday,London,3197.49,3209.51,3197.3,3209.51,12.21,Bullish,3197.3,3209.51,3212.56,3215.62,3221.72,3230.02,3193.39,18.0,3193.16,3195.74,3193.7,3175.7
2023-08-25,2023,3,8,34,Friday,NY,3205.1,3214.19,3204.88,3214.02,9.31,Bullish,3204.88,3214.19,3216.52,3218.85,3223.5,3229.83,3201.9,18.0,3193.16,3195.74,3193.7,3175.7
2023-08-28,2023,3,8,35,Monday,Asian,3214.55,3219.51,3214.04,3219.43,5.47,Bullish,3214.04,3219.51,3220.88,3222.25,3224.98,3228.7,3212.29,17.68,3212.56,3215.62,3214.19,3193.39
2023-08-28,2023,3,8,35,Monday,London,3218.62,3229.89,3218.46,3229.84,11.43,Bullish,3218.46,3229.89,3232.75,3235.6,3241.32,3249.09,3214.8,17.68,3212.56,3215.62,3214.19,3193.39
2023-08-28,2023,3,8,35,Monday,NY,3226.55,3234.6,3226.49,3234.45,8.11,Bullish,3226.49,3234.6,3236.63,3238.65,3242.71,3248.22,3223.89,17.68,3212.56,3215.62,3214.19,3193.39
2023-08-29,2023,3,8,35,Tuesday,Asian,3234.22,3238.76,3233.78,3238.76,4.98,Bullish,3233.78,3238.76,3240.01,3241.25,3243.74,3247.13,3232.19,17.68,3232.75,3235.6,3234.6,3214.04
2023-08-29,2023,3,8,35,Tuesday,London,3237.42,3247.94,3237.29,3247.69,10.65,Bullish,3237.29,3247.94,3250.6,3253.27,3258.59,3265.83,3233.88,17.68,3232.75,3235.6,3234.6,3214.04
2023-08-29,2023,3,8,35,Tuesday,NY,3244.57,3251.33,3244.32,3251.33,7.01,Bullish,3244.32,3251.33,3253.08,3254.84,3258.34,3263.11,3242.08,17.68,3232.75,3235.6,3234.6,3214.04
2023-08-30,2023,3,8,35,Wednesday,Asian,3252.49,3257.48,3252.03,3257.48,5.45,Bullish,3252.03,3257.48,3258.84,3260.2,3262.93,3266.64,3250.29,17.68,3250.6,3253.27,3251.33,3233.78
2023-08-30,2023,3,8,35,Wednesday,London,3256.38,3266.33,3256.17,3266.33,10.16,Bullish,3256.17,3266.33,3268.87,3271.41,3276.49,3283.4,3252.92,17.68,3250.6,3253.27,3251.33,3233.78
2023-08-30,2023,3,8,35,Wednesday,NY,3262.54,3269.54,3262.28,3269.53,7.26,Bullish,3262.28,3269.54,3271.36,3273.17,3276.8,3281.74,3259.96,17.68,3250.6,3253.27,3251.33,3233.78
2023-08-31,2023,3,8,35,Thursday,Asian,3269.42,3273.83,3269.13,3273.83,4.7,Bullish,3269.13,3273.83,3275.01,3276.18,3278.53,3281.73,3267.63,17.68,3268.87,3271.41,3269.54,3252.03
2023-08-31,2023,3,8,35,Thursday,London,3272.56,3283.16,3272.42,3283.16,10.74,Bullish,3272.42,3283.16,3285.84,3288.53,3293.9,3301.2,3268.98,17.68,3268.87,3271.41,3269.54,3252.03
2023-08-31,2023,3,8,35,Thursday,NY,3279.76,3286.81,3279.6,3285.91,7.21,Bullish,3279.6,3286.81,3288.61,3290.41,3294.02,3298.92,3277.29,17.68,3268.87,3271.41,3269.54,3252.03
2023-09-01,2023,3,9,35,Friday,Asian,3285.42,3289.17,3285.23,3289.17,3.94,Bullish,3285.23,3289.17,3290.16,3291.14,3293.11,3295.79,3283.97,17.68,3285.84,3288.53,3286.81,3269.13
2023-09-01,2023,3,9,35,Friday,London,3288.07,3298.31,3287.59,3297.98,10.72,Bullish,3287.59,3298.31,3300.99,3303.67,3309.03,3316.32,3284.16,17.68,3285.84,3288.53,3286.81,3269.13
2023-09-01,2023,3,9,35,Friday,NY,3295.73,3301.94,3295.63,3301.94,6.31,Bullish,3295.63,3301.94,3303.52,3305.1,3308.25,3312.54,3293.61,17.68,3285.84,3288.53,3286.81,3269.13
2023-09-04,2023,3,9,36,Monday,Asian,3301.85,3306.32,3301.7,3305.77,4.62,Bullish,3301.7,3306.32,3307.48,3308.63,3310.94,3314.08,3300.22,21.78,3300.99,3303.67,3301.94,3285.23
2023-09-04,2023,3,9,36,Monday,London,3305.12,3314.68,3304.91,3314.64,9.77,Bullish,3304.91,3314.68,3317.12,3319.56,3324.45,3331.09,3301.78,21.78,3300.99,3303.67,3301.94,3285.23
2023-09-04,2023,3,9,36,Monday,NY,3311.66,3318.76,3311.51,3318.17,7.25,Bullish,3311.51,3318.76,3320.57,3322.39,3326.01,3330.94,3309.19,21.78,3300.99,3303.67,3301.94,3285.23
2023-09-05,2023,3,9,36,Tuesday,Asian,3318.31,3323.82,3317.79,3323.82,6.03,Bullish,3317.79,3323.82,3325.33,3326.84,3329.85,3333.95,3315.86,21.78,3317.12,3319.56,3318.76,3301.7
2023-09-05,2023,3,9,36,Tuesday,London,3322.87,3334.48,3322.5,3334.28,11.98,Bullish,3322.5,3334.48,3337.47,3340.47,3346.46,3354.61,3318.67,21.78,3317.12,3319.56,3318.76,3301.7
2023-09-05,2023,3,9,36,Tuesday,NY,3330.42,3338.98,3330.18,3338.72,8.8,Bullish,3330.18,3338.98,3341.18,3343.38,3347.78,3353.76,3327.36,21.78,3317.12,3319.56,3318.76,3301.7
2023-09-06,2023,3,9,36,Wednesday,Asian,3339.0,3343.63,3338.61,3343.63,5.02,Bullish,3338.61,3343.63,3344.89,3346.14,3348.65,3352.06,3337.0,21.78,3337.47,3340.47,3338.98,3317.79
2023-09-06,2023,3,9,36,Wednesday,London,3342.7,3352.1,3342.56,3352.1,9.54,Bullish,3342.56,3352.1,3354.48,3356.87,3361.64,3368.13,3339.51,21.78,3337.47,3340.47,3338.98,3317.79
2023-09-06,2023,3,9,36,Wednesday,NY,3348.83,3357.07,3348.48,3356.57,8.59,Bullish,3348.48,3357.07,3359.22,3361.37,3365.66,3371.5,3345.73,21.78,3337.47,3340.47,3338.98,3317.79
2023-09-07,2023,3,9,36,Thursday,Asian,3358.28,3363.52,3357.9,3363.4,5.62,Bullish,3357.9,3363.52,3364.93,3366.33,3369.14,3372.96,3356.1,21.78,3354.48,3356.87,3357.07,3338.61
2023-09-07,2023,3,9,36,Thursday,London,3362.47,3374.74,3362.15,3374.74,12.59,Bullish,3362.15,3374.74,3377.89,3381.03,3387.33,3395.89,3358.12,21.78,3354.48,3356.87,3357.07,3338.61
2023-09-07,2023,3,9,36,Thursday,NY,3370.91,3379.68,3370.59,3379.46,9.09,Bullish,3370.59,3379.68,3381.95,3384.22,3388.77,3394.95,3367.68,21.78,3354.48,3356.87,3357.07,3338.61
2023-09-08,2023,3,9,36,Friday,Asian,3379.19,3382.91,3378.4,3382.79,4.51,Bullish,3378.4,3382.91,3384.04,3385.16,3387.42,3390.49,3376.96,21.78,3377.89,3381.03,3379.68,3357.9
2023-09-08,2023,3,9,36,Friday,London,3382.36,3392.86,3382.14,3392.86,10.72,Bullish,3382.14,3392.86,3395.54,3398.22,3403.58,3410.87,3378.71,21.78,3377.89,3381.03,3379.68,3357.9
2023-09-08,2023,3,9,36,Friday,NY,3389.05,3397.51,3388.8,3397.21,8.71,Bullish,3388.8,3397.51,3399.69,3401.87,3406.22,3412.14,3386.01,21.78,3377.89,3381.03,3379.68,3357.9
2023-09-11,2023,3,9,37,Monday,Asian,3397.39,3402.51,3397.25,3402.39,5.26,Bullish,3397.25,3402.51,3403.83,3405.14,3407.77,3411.35,3395.57,20.29,3395.54,3398.22,3397.51,3378.4
2023-09-11,2023,3,9,37,Monday,London,3401.25,3410.84,3400.97,3410.51,9.87,Bullish,3400.97,3410.84,3413.31,3415.78,3420.71,3427.42,3397.81,20.29,3395.54,3398.22,3397.51,3378.4
2023-09-11,2023,3,9,37,Monday,NY,3407.86,3415.81,3407.66,3415.57,8.15,Bullish,3407.66,3415.81,3417.85,3419.89,3423.96,3429.5,3405.05,20.29,3395.54,3398.22,3397.51,3378.4
2023-09-12,2023,3,9,37,Tuesday,Asian,3416.14,3419.46,3415.79,3419.46,3.67,Bullish,3415.79,3419.46,3420.38,3421.3,3423.13,3425.63,3414.62,20.29,3413.31,3415.78,3415.81,3397.25
2023-09-12,2023,3,9,37,Tuesday,London,3418.43,3429.01,3418.31,3429.01,10.7,Bullish,3418.31,3429.01,3431.69,3434.36,3439.71,3446.99,3414.89,20.29,3413.31,3415.78,3415.81,3397.25
2023-09-12,2023,3,9,37,Tuesday,NY,3425.46,3433.76,3424.68,3433.76,9.08,Bullish,3424.68,3433.76,3436.03,3438.3,3442.84,3449.01,3421.77,20.29,3413.31,3415.78,3415.81,3397.25
2023-09-13,2023,3,9,37,Wednesday,Asian,3433.62,3438.51,3433.17,3438.51,5.34,Bullish,3433.17,3438.51,3439.85,3441.18,3443.85,3447.48,3431.46,20.29,3431.69,3434.36,3433.76,3415.79
2023-09-13,2023,3,9,37,Wednesday,London,3436.96,3448.19,3436.86,3448.13,11.33,Bullish,3436.86,3448.19,3451.02,3453.86,3459.52,3467.22,3433.23,20.29,3431.69,3434.36,3433.76,3415.79
2023-09-13,2023,3,9,37,Wednesday,NY,3444.27,3452.69,3443.64,3452.6,9.05,Bullish,3443.64,3452.69,3454.95,3457.22,3461.74,3467.89,3440.74,20.29,3431.69,3434.36,3433.76,3415.79
2023-09-14,2023,3,9,37,Thursday,Asian,3452.61,3456.33,3452.25,3456.16,4.08,Bullish,3452.25,3456.33,3457.35,3458.37,3460.41,3463.18,3450.94,20.29,3451.02,3453.86,3452.69,3433.17
2023-09-14,2023,3,9,37,Thursday,London,3455.46,3467.31,3455.23,3467.31,12.08,Bullish,3455.23,3467.31,3470.33,3473.35,3479.39,3487.6,3451.36,20.29,3451.02,3453.86,3452.69,3433.17
2023-09-14,2023,3,9,37,Thursday,NY,3463.15,3472.54,3463.1,3472.32,9.44,Bullish,3463.1,3472.54,3474.9,3477.26,3481.98,3488.4,3460.08,20.29,3451.02,3453.86,3452.69,3433.17
2023-09-15,2023,3,9,37,Friday,Asian,3472.16,3477.38,3471.08,3477.11,6.3,Bullish,3471.08,3477.38,3478.95,3480.53,3483.68,3487.96,3469.06,20.29,3470.33,3473.35,3472.54,3452.25
2023-09-15,2023,3,9,37,Friday,London,3476.43,3486.62,3476.35,3486.3,10.27,Bullish,3476.35,3486.62,3489.19,3491.76,3496.89,3503.87,3473.06,20.29,3470.33,3473.35,3472.54,3452.25
2023-09-15,2023,3,9,37,Friday,NY,3483.56,3490.71,3483.46,3490.52,7.25,Bullish,3483.46,3490.71,3492.52,3494.34,3497.96,3502.89,3481.14,20.29,3470.33,3473.35,3472.54,3452.25
2023-09-18,2023,3,9,38,Monday,Asian,3490.84,3494.11,3490.55,3494.1,3.56,Bullish,3490.55,3494.11,3495.0,3495.89,3497.67,3500.09,3489.41,18.42,3489.19,3491.76,3490.71,3471.08
2023-09-18,2023,3,9,38,Monday,London,3493.3,3503.72,3493.21,3503.58,10.51,Bullish,3493.21,3503.72,3506.35,3508.97,3514.23,3521.38,3489.85,18.42,3489.19,3491.76,3490.71,3471.08
2023-09-18,2023,3,9,38,Monday,NY,3499.62,3508.76,3499.28,3508.46,9.48,Bullish,3499.28,3508.76,3511.13,3513.5,3518.24,3524.69,3496.25,18.42,3489.19,3491.76,3490.71,3471.08
2023-09-19,2023,3,9,38,Tuesday,Asian,3508.58,3512.99,3507.67,3512.99,5.32,Bullish,3507.67,3512.99,3514.32,3515.65,3518.31,3521.93,3505.97,18.42,3506.35,3508.97,3508.76,3490.55
2023-09-19,2023,3,9,38,Tuesday,London,3511.83,3521.64,3511.7,3521.64,9.94,Bullish,3511.7,3521.64,3524.12,3526.61,3531.58,3538.34,3508.52,18.42,3506.35,3508.97,3508.76,3490.55
2023-09-19,2023,3,9,38,Tuesday,NY,3518.01,3526.26,3517.84,3526.19,8.42,Bullish,3517.84,3526.26,3528.37,3530.47,3534.68,3540.41,3515.15,18.42,3506.35,3508.97,3508.76,3490.55
2023-09-20,2023,3,9,38,Wednesday,Asian,3526.33,3530.49,3525.79,3530.49,4.7,Bullish,3525.79,3530.49,3531.66,3532.84,3535.19,3538.39,3524.29,18.42,3524.12,3526.61,3526.26,3507.67
2023-09-20,2023,3,9,38,Wednesday,London,3529.24,3539.74,3529.15,3539.74,10.59,Bullish,3529.15,3539.74,3542.39,3545.03,3550.33,3557.53,3525.76,18.42,3524.12,3526.61,3526.26,3507.67
2023-09-20,2023,3,9,38,Wednesday,NY,3535.89,3545.79,3535.67,3545.68,10.12,Bullish,3535.67,3545.79,3548.32,3550.85,3555.91,3562.79,3532.43,18.42,3524.12,3526.61,3526.26,3507.67
2023-09-21,2023,3,9,38,Thursday,Asian,3545.88,3549.89,3545.31,3549.89,4.58,Bullish,3545.31,3549.89,3551.03,3552.18,3554.47,3557.58,3543.84,18.42,3542.39,3545.03,3545.79,3525.79
2023-09-21,2023,3,9,38,Thursday,London,3548.65,3558.84,3548.51,3558.63,10.33,Bullish,3548.51,3558.84,3561.42,3564.01,3569.17,3576.19,3545.2,18.42,3542.39,3545.03,3545.79,3525.79
2023-09-21,2023,3,9,38,Thursday,NY,3555.83,3563.73,3555.35,3563.69,8.38,Bullish,3555.35,3563.73,3565.82,3567.92,3572.11,3577.81,3552.67,18.42,3542.39,3545.03,3545.79,3525.79
2023-09-22,2023,3,9,38,Friday,Asian,3563.8,3568.56,3563.63,3568.56,4.93,Bullish,3563.63,3568.56,3569.79,3571.02,3573.49,3576.84,3562.05,18.42,3561.42,3564.01,3563.73,3545.31
2023-09-22,2023,3,9,38,Friday,London,3567.51,3576.98,3567.41,3576.98,9.57,Bullish,3567.41,3576.98,3579.37,3581.77,3586.55,3593.06,3564.35,18.42,3561.42,3564.01,3563.73,3545.31
2023-09-22,2023,3,9,38,Friday,NY,3573.99,3581.06,3573.81,3580.9,7.25,Bullish,3573.81,3581.06,3582.87,3584.68,3588.31,3593.24,3571.49,18.42,3561.42,3564.01,3563.73,3545.31
2023-09-25,2023,3,9,39,Monday,Asian,3582.42,3586.06,3581.91,3586.05,4.15,Bullish,3581.91,3586.06,3587.1,3588.14,3590.21,3593.03,3580.58,16.96,3579.37,3581.77,3581.06,3563.63
2023-09-25,2023,3,9,39,Monday,London,3585.57,3596.54,3585.21,3596.32,11.33,Bullish,3585.21,3596.54,3599.37,3602.2,3607.87,3615.57,3581.58,16.96,3579.37,3581.77,3581.06,3563.63
2023-09-25,2023,3,9,39,Monday,NY,3592.28,3601.29,3592.01,3601.13,9.28,Bullish,3592.01,3601.29,3603.61,3605.93,3610.57,3616.88,3589.04,16.96,3579.37,3581.77,3581.06,3563.63
2023-09-26,2023,3,9,39,Tuesday,Asian,3601.6,3605.81,3600.9,3605.81,4.91,Bullish,3600.9,3605.81,3607.04,3608.26,3610.72,3614.06,3599.33,16.96,3599.37,3602.2,3601.29,3581.91
2023-09-26,2023,3,9,39,Tuesday,London,3604.71,3615.99,3604.42,3615.99,11.57,Bullish,3604.42,3615.99,3618.88,3621.77,3627.56,3635.43,3600.72,16.96,3599.37,3602.2,3601.29,3581.91
2023-09-26,2023,3,9,39,Tuesday,NY,3612.38,3619.47,3612.17,3619.47,7.3,Bullish,3612.17,3619.47,3621.29,3623.12,3626.77,3631.73,3609.83,16.96,3599.37,3602.2,3601.29,3581.91
2023-09-27,2023,3,9,39,Wednesday,Asian,3620.41,3624.04,3620.1,3624.04,3.94,Bullish,3620.1,3624.04,3625.03,3626.01,3627.98,3630.66,3618.84,16.96,3618.88,3621.77,3619.47,3600.9
2023-09-27,2023,3,9,39,Wednesday,London,3623.28,3634.59,3623.04,3634.59,11.55,Bullish,3623.04,3634.59,3637.48,3640.37,3646.14,3653.99,3619.34,16.96,3618.88,3621.77,3619.47,3600.9
2023-09-27,2023,3,9,39,Wednesday,NY,3630.64,3639.53,3630.53,3639.36,9.0,Bullish,3630.53,3639.53,3641.78,3644.03,3648.53,3654.65,3627.65,16.96,3618.88,3621.77,3619.47,3600.9
2023-09-28,2023,3,9,39,Thursday,Asian,3639.59,3645.01,3638.93,3644.79,6.08,Bullish,3638.93,3645.01,3646.53,3648.05,3651.09,3655.22,3636.98,16.96,3637.48,3640.37,3639.53,3620.1
2023-09-28,2023,3,9,39,Thursday,London,3643.6,3651.75,3643.21,3651.75,8.54,Bullish,3643.21,3651.75,3653.89,3656.02,3660.29,3666.1,3640.48,16.96,3637.48,3640.37,3639.53,3620.1
2023-09-28,2023,3,9,39,Thursday,NY,3648.93,3655.89,3648.57,3655.89,7.32,Bullish,3648.57,3655.89,3657.72,3659.55,3663.21,3668.19,3646.23,16.96,3637.48,3640.37,3639.53,3620.1
2023-09-29,2023,3,9,39,Friday,Asian,3656.03,3662.45,3655.4,3662.45,7.05,Bullish,3655.4,3662.45,3664.21,3665.97,3669.5,3674.29,3653.14,16.96,3653.89,3656.02,3655.89,3638.93
2023-09-29,2023,3,9,39,Friday,London,3660.99,3671.88,3660.87,3671.88,11.01,Bullish,3660.87,3671.88,3674.63,3677.39,3682.89,3690.38,3657.35,16.96,3653.89,3656.02,3655.89,3638.93
2023-09-29,2023,3,9,39,Friday,NY,3668.06,3677.38,3668.01,3676.98,9.37,Bullish,3668.01,3677.38,3679.72,3682.07,3686.75,3693.12,3665.01,16.96,3653.89,3656.02,3655.89,3638.93
2023-10-02,2023,4,10,40,Monday,Asian,3676.52,3682.17,3676.13,3682.17,6.04,Bullish,3676.13,3682.17,3683.68,3685.19,3688.21,3692.32,3674.2,16.76,3674.63,3677.39,3677.38,3655.4
2023-10-02,2023,4,10,40,Monday,London,3681.37,3691.68,3681.18,3691.68,10.5,Bullish,3681.18,3691.68,3694.3,3696.93,3702.18,3709.32,3677.82,16.76,3674.63,3677.39,3677.38,3655.4
2023-10-02,2023,4,10,40,Monday,NY,3688.3,3694.8,3688.0,3694.78,6.8,Bullish,3688.0,3694.8,3696.5,3698.2,3701.6,3706.22,3685.82,16.76,3674.63,3677.39,3677.38,3655.4
2023-10-03,2023,4,10,40,Tuesday,Asian,3695.03,3700.75,3694.51,3700.75,6.24,Bullish,3694.51,3700.75,3702.31,3703.87,3706.99,3711.23,3692.51,16.76,3694.3,3696.93,3694.8,3676.13
2023-10-03,2023,4,10,40,Tuesday,London,3699.27,3709.58,3698.83,3709.58,10.75,Bullish,3698.83,3709.58,3712.27,3714.95,3720.33,3727.64,3695.39,16.76,3694.3,3696.93,3694.8,3676.13
2023-10-03,2023,4,10,40,Tuesday,NY,3706.52,3713.92,3706.39,3713.68,7.53,Bullish,3706.39,3713.92,3715.8,3717.69,3721.45,3726.57,3703.98,16.76,3694.3,3696.93,3694.8,3676.13
2023-10-04,2023,4,10,40,Wednesday,Asian,3713.36,3718.26,3712.61,3718.23,5.65,Bullish,3712.61,3718.26,3719.67,3721.09,3723.91,3727.75,3710.8,16.76,3712.27,3714.95,3713.92,3694.51
2023-10-04,2023,4,10,40,Wednesday,London,3717.25,3727.87,3717.1,3727.41,10.77,Bullish,3717.1,3727.87,3730.56,3733.26,3738.64,3745.96,3713.65,16.76,3712.27,3714.95,3713.92,3694.51
2023-10-04,2023,4,10,40,Wednesday,NY,3724.32,3731.98,3724.13,3731.73,7.85,Bullish,3724.13,3731.98,3733.94,3735.9,3739.83,3745.17,3721.62,16.76,3712.27,3714.95,3713.92,3694.51
2023-10-05,2023,4,10,40,Thursday,Asian,3731.75,3734.95,3731.42,3734.82,3.53,Bullish,3731.42,3734.95,3735.83,3736.71,3738.48,3740.88,3730.29,16.76,3730.56,3733.26,3731.98,3712.61
2023-10-05,2023,4,10,40,Thursday,London,3734.08,3744.95,3733.85,3744.95,11.1,Bullish,3733.85,3744.95,3747.72,3750.5,3756.05,3763.6,3730.3,16.76,3730.56,3733.26,3731.98,3712.61
2023-10-05,2023,4,10,40,Thursday,NY,3741.27,3748.18,3741.13,3748.17,7.05,Bullish,3741.13,3748.18,3749.94,3751.7,3755.23,3760.02,3738.87,16.76,3730.56,3733.26,3731.98,3712.61
2023-10-06,2023,4,10,40,Friday,Asian,3748.79,3753.07,3748.38,3752.76,4.69,Bullish,3748.38,3753.07,3754.24,3755.41,3757.76,3760.95,3746.88,16.76,3747.72,3750.5,3748.18,3731.42
2023-10-06,2023,4,10,40,Friday,London,3752.35,3761.12,3752.26,3761.12,8.86,Bullish,3752.26,3761.12,3763.34,3765.55,3769.98,3776.0,3749.42,16.76,3747.72,3750.5,3748.18,3731.42
2023-10-06,2023,4,10,40,Friday,NY,3757.48,3765.37,3757.42,3765.27,7.95,Bullish,3757.42,3765.37,3767.36,3769.34,3773.32,3778.73,3754.88,16.76,3747.72,3750.5,3748.18,3731.42
2023-10-09,2023,4,10,41,Monday,Asian,3765.68,3769.82,3765.23,3769.65,4.59,Bullish,3765.23,3769.82,3770.97,3772.12,3774.41,3777.53,3763.76,18.47,3763.34,3765.55,3765.37,3748.38
2023-10-09,2023,4,10,41,Monday,London,3768.67,3779.15,3768.57,3779.15,10.58,Bullish,3768.57,3779.15,3781.8,3784.44,3789.73,3796.92,3765.18,18.47,3763.34,3765.55,3765.37,3748.38
2023-10-09,2023,4,10,41,Monday,NY,3775.64,3784.25,3775.35,3783.86,8.9,Bullish,3775.35,3784.25,3786.47,3788.7,3793.15,3799.2,3772.5,18.47,3763.34,3765.55,3765.37,3748.38
